business_name,pos_system,status_notes,annual_projection,contact,phone,phone_2,address,city,state,email,priority
Los Mexicanos Market - Brentwood,ECR,AH,Sam4s Er5215M,Lucio Leon,925-726-6460,,0.0875,0.09,CC,50 Sand Creek Road Suite 36,2.0
Los Mexicanos Market - Oakland,ECR,AH,TEC MA1650,Vanir,510-536-0717,,0.0925,0.095,ALA,1244 High Street,2.0
Louie's Deli,ECR,RF,Sam4s ER5240M,Vivian,415-332-6070,,0.0875,0.09,Saus,2656 Bridgeway,2.0
Louisiana Fish & Chips,ECR,AH,Samsung ER5100,Yon Yoon,510-451-1555,510-673-7333,0.0925,0.095,ALA,2817 Telegraph Avenue,2.0
Los Caporales Taqueria,NCC,AS,,Renee,925-455-8226,,0.0925,,ALA,1316 Railroad Avenue,2.0
Los Dos Compadres,NCC,AS,SPT4500,Maria Artega,408-607-5447,,0.0925,0.09,SanJose,1652 South DeAnza Blvd,2.0
Pay & Save Liquor and Grocery,NCC,DF,,Zuhdi,415-572-3349,,0.085,0.0875,SF,597 Guerrero Street,2.0
US Liquor Market (Rancho Market),NCC,Having issue with World Pay,,Anees,510-235-3066,510-359-2001 cell,930 23rd Street,Richmond,Ca,,2.0
Pineapples,NCC,DD,,Catherine Yang,415-769-5328,619-894-3099,0.085,0.0875,SF,296 Ocean Avenue,2.0
Platano Salvadorian Cuisine,ECR,RF,,Nicolas Sanchez,510-704-0325,510-384-1727,0.0925,0.095,ALA,2042 University Avenue,2.0
Phyllis' Giant Burger - Mill Valley,NCC,DD,,Sean,415-381-6010,,0.0825,0.085,MARIN,8 East Blithedale,2.0
Mi Rancho Market,ECR,will call in orders,,Mario,415-454-3344,415-488-7139,90 Belvedere,San Rafael,Ca,sepillo78@hotmail.com,2.0
Mike's at the Crossroads - Cotati,NCC,Place order on the 8/30,,Lyndsey,707-665-9999,,7665 Old Redwood Highway,Cotati,Ca,,2.0
Popeye's - Antioch,NCC,DF,,Tammi,925-755-9999,925-826-6455,0.0975,0.09,Antioch,5019 Lone Tree Parkway,2.0
Pier 15 Restaurant,NCC,DD,Acrobat,Adriano Orsi,415-256-9121,415-306-1664,0.0925,,San Raf,15 Harbor Street,2.0
Pier 39 Ice Cream Shop,NCC,RA,,Moses,415-395-3152,,0.085,0.0875,SF,Pier 39 Space 259,2.0
Popeye's - Tracy,NCC,DF,SPT4500,Joe Amin,209-830-1111,510-432-2505,0.0825,0.08,Tracy,2271 Grant Line Road,2.0
Pearl's Burgers - Post St,NCC,DD,,Young,415-409-6120,415-254-4144,0.085,0.0875,SF,708 Post Street,2.0
Peggy Sue's,ECR,RF,TEC FS3600,Giovanni,408-294-0252,,0.0925,,SC,185 Park Avenue,2.0
Pick N' Go,ECR,AH,SAM4s ER520RT,Sam,707-765-3965,707-490-4690,0.095,,SON,905 E. Washington Street,2.0
Picnic Sandwich Bistro,NCC,DD,TEC 3600,Dwight,510-207-7811,,0.0925,0.095,ALA,39370-A Civic Center Drive,2.0
Sonoma Valley Bagel,ECR,,,Mei Ling,707-579-5484,,2194 Santa Rosa Avenue,Santa Rosa,Ca,,2.0
Soultran's Seafood Inc,ECR,Alex or Tony,,Min Hong,707-643-1587,267-207-0228 Tony,651 Broadway Street,Vallejo,Ca,alex@soultranseafood.com,2.0
Papermill Creek Saloon,ECR,RF,Sam ER945,Jared,415-488-9235,,0.0825,0.085,MARIN,1 Castro Avenue,2.0
Papillon Coffee,ECR,AH,ER-347,Tom,925-283-0466,,0.0875,0.085,CC,67 Lafayette Circle,2.0
Parson's Lumber & Hardware,ECR,AH,Sam 5240,Alan,707-996-1008,,0.085,0.0825,SON,17800 Sonoma Hwy,2.0
Marin Alano Club,ECR,SG,SAM ER940,Juan,415-456-8479,,0.0925,0.0925,San Raf,1360 Lincoln Avenue,2.0
Marina Liquor & Deli,ECR,AH,Sam4s 5240M,AJ,510-483-4030,510-357-2494,0.0975,,ALA,2260 Marina Blvd,2.0
Mi Familia Taqueria,ECR,AH,Sam4s ER265EJ,JR,415-668-7717,,0.085,,SF,1797 Haight Street,2.0
Maya Mercado & Deli,ECR,AH,,Benny,510-647-9264,,0.0925,0.095,ALA,1704 University Avenue,2.0
Summer Vine,ECR,,,Linda,707-933-8810,,100 W Spain St,Sonoma,Ca,,2.0
Vesuvio,NCC,last order 2cs thermal – will call in orders as needed – sent email to stay in contact,,Janet Clyde,415-362-3370,415-595-9313,255 Columbus Street,San Francisco,Ca,janet.clyde@gmail.com,2.0
Marina Meats,NCC,RA,SPT4740,Ken,415-673-6700,,0.085,0.0875,SF,2395 Chestnut Street,2.0
Marina Parkway Liquors,ECR,AH,Tec MA1595 Raised,Sam,707-642-2336,,0.08375,,SOL,4380 Sonoma Blvd,2.0
Mario's Mexican Food,ECR,AH,TEC FS1650,Mario,530-672-1549,,0.0725,0.075,EL DOR,"3440 Palmer Drive, #8B",2.0
Marcello's Pizza,NCC,DD,,Annie,415-863-3900,,0.085,0.0875,SF,420 Castro Street,2.0
L&L BBQ - Daly City,NCC,RA,Tec 3700R3,Lena,650-756-7188,,6893 Mission Street,Daly City,Ca,94014,2.0
Mead's Green Door Café,NCC,DD,,Gary Mead,714-771-8556,714-425-7792,0.0775,0.08,OR,642 West Chapman Avenue,2.0
Medium Rare Live,NCC,DF,,Adam/Hunter,561-251-9552,,0,,O/S,280 Park Ave S,2.0
Paradise Wine & Spirits,ECR,,,Monty,415-924-8739,,5641 Paradise Drive,Corte Madera,Ca,,2.0
Nature's Own Health Foods,ECR,Call every 3 months,,Kathleen,707-994-3080,,14089 Lakeshore Drive,ClearLake,Ca,,2.0
New Delhi Indian Cuisine,ECR,,,Gurdev,415-295-7162,510-908-3573 cell,704 4th St,San Rafael,Ca,,2.0
Mayflower Inn,ECR,call back in mnthly,,Tony,415-453-1011,415-823-2750,1533 4th Street,San Rafael,Ca,,2.0
Mi Pueblo - Petaluma Blvd,ECR,,,David,707-762-8192,,800 Petaluma Blvd N,Petaluma,Ca,Dbeatriz800@gmail.com,2.0
Popeye's - Rohnert Park,NCC,DF,SPT 4500,John Ng,707-588-8340,510-730-0113,0.09,0.0875,Rohnert,3 Padre Parkway,2.0
Taqueria Rosita,ECR,AH,Sh Er-A247,Fred,707-644-8226,,0.0775,0.08,NAPA,3427 Broadway,2.0
Candy Heaven,ECR,AH,SAM 945,Cindy,916-447-3404,,0.0875,,SAC,1201 Front Street,2.0
Club Calpella,ECR,AH,Tec Ma1350,Steve,707-485-8630,,0.08875,0.08125,Ukiah,6175 North State Street,2.0
Club Waziema,ECR,AH,Tec MA 600,Nebiat,415-346-6641,,0.085,0.09,SF,543 Divisadero Street,2.0
Celia's - Hayward,NCC,DD,TEC 3700 2.53,Rafael,650-280-8704,,0.0975,0.095,Hay,25010 Hesperian Blvd,2.0
Center Plate - Cow Palace,ECR,AH,Sam SPS-530,Joe,415-846-6026,,0.0975,0.09,SM,2600 Geneva Avenue,2.0
Central Market & Liquor,ECR,LG,,Robie,925-680-7191,925-270-8779 cell,0.0975,,CC,2699 Monument Blvd E,2.0
Central Market Restaurant,NCC,DD,Touch Dynamics Acrobats,Tony Najiola,707-778-9900,707-287-6756,0.095,0.0825,SON,42 Petaluma Blvd North,2.0
Carpaccio,ECR,AH,Tec Ma600,Bob Columbo,650-322-1211,415-531-2076,0.0875,0.09,SM,1120 Crane Street,2.0
Teriyaki House,NCC,DD,TEC 3700,Edwin,415-656-1889,,0.0875,,SM,114 Old County Road,2.0
Daly City Locksmith,ECR,AH,Tec Ma600,Evette,650-992-2451,,0.0975,0.085,SM,150 San Pedro Road,2.0
Taqueria Tejaban - Fairfield (FC3),ECR,AH,Sam4S ER940 flat,Griselda,707-425-2174,,0.0838,,SOL,1350 Travis Blvd Unit FC3,2.0
Taqueria y Pupuseria,ECR,SG,Casio T2300,Sylvia Carranza,415-456-7147,415-747-9550,0.0925,0.0925,San Raf,175 Belvedere Street #11,2.0
The Cooler,NCC,DF,SPT 4740,Jeff,510-357-3949,,0.0975,0.095,San Lean,1517 E 14th Street,2.0
The Corner Market,ECR,AH,Sam4S 945,Roberto,510-990-7158,,0.0925,,ALA,1839 96th Avenue,2.0
The Edge,NCC,RA,SPT 4740,Manager,415-863-4027,,0.085,0.0875,SF,4149 18th  Street,2.0
The Green Enchilada,ECR,AH,,Yoli Diaz,650-557-0841,,0.0875,0.09,SM,444 Manor Plaza,2.0
CBS Interactive,ECR,AH,Sharp ER-A347,James Riordan,415-344-1448,415-299-9316,0.085,0.0875,SF,235 Second Street ,2.0
Cecil's Café,ECR,AH,Tec Ma600F,Benny,415-543-8515,,0.085,0.0875,SF,101 Spear Street,2.0
Three Brothers Grill - Pottstown,NCC,,,Eneas,484-752-4527,267-572-1654 cell,1432 East High Street,Pottstown ,Pa,veneas123@gmail.com,2.0
Title 9 Sports,ECR,AH,,Manager,510-653-9949,,0.095,0.095,Emery,6201 Doyle St Ste C,2.0
Toad Hall,NCC,RA,,Scott,415-626-9320,,0.085,,SF,4146 18th Street,2.0
Walter Hansel Wine Bistro,NCC,DD,,Fred Callahan,707-546-6462,707-291-5171,0.0925,0.0875,S.Rosa,3535 Guerneville Road,2.0
Village Bottle Shop,NCC,AH,,Wisam,510-590-0456,,0.0975,,San Lean,1577 East 14th Street,2.0
Uncle Sam's Liquor,NCC,DF,SP 4740,Ali,510-234-0412,510-375-3833,0.0975,0.0925,Rich,3322 Cutting Blvd,2.0
United Liquors,ECR,AH,Tec Ma 1350,Manny,415-461-4475,,0.09,0.09,Lark,1110 Magnolia Avenue,2.0
Theater De Ville,NCC,DD,,Eric Woodcock,707-330-2201,707-689-5440,0.08125,,SOL,308 Main Street,2.0
Theresa & Johnny's,ECR,RF,,Theresa,415-259-0182,,0.0925,0.0925,San Raf,817 4th Street,2.0
Thom's Fresh Organics,ECR,AH,SAM 520,Michelle,415-387-6367,,0.085,0.0875,SF,5843 Geary Blvd,2.0
Discount Cigarettes - Richmond 23rd St,ECR,ER 520RT,,Athar Abassi,510-234-4708,510-372-7818,921 23rd Street,Richmond,Ca,94804,2.0
Tia Margarita,ECR,AH,Tec Ma1595R,Helen Hobbs,415-752-9274,415-317-3705,0.085,0.0875,SF,300 19th Avenue,2.0
5 Star Enterprises,ECR,AH,Sam4s ER285,Phil,707-391-6581,,0.08875,0.08125,Ukiah,595 North State Street ,2.0
TAP Plastics - El Cerrito,ECR,Casio CE-6000,,Sam,510-525-3508,510-798-0237,10760 San Pablo Ave,El Cerrito,Ca,94530,2.0
Charlie's Drug Store,ECR,AH,TEC MA1350,Aimon,415-567-0771,,0.085,0.0875,SF,1101 Fillmore Street,2.0
Cheap Cigarettes,ECR,AH,,Mohammad,408-941-9966,,0.0925,,SC,1201 E. Calaveras Avenue,2.0
A Sweet Affair - Ygnacio,NCC,DD,Acrobat,Jennifer,925-944-1910,,0.0875,0.085,CC,1815F Ygnacio Valley Road,2.0
TAP Plastics - Santa Rosa,ECR,Casio TE2200,,Sam,707-544-5772,510-798-0237,2770 Santa Rosa Avenue,Santa Rosa,Ca,95403,2.0
26 Mix,ECR,AH,Sam4s ER945 raised,William Mayorga,415-826-7378,510-734-5931,0.085,0.0875,SF,3024 Mission Street,2.0
L&L BBQ - Las Vegas  Craig,NCC,RA,TEC 3700,Janny,702-399-9898,,2520 East Craig Road #105,Las Vegas,NV,89030,2.0
CP Beauty Supply,ECR,AH,Tec Ma600F,Linda,408-251-3302,,0.0925,0.09,SanJose,2055 Alum Rock Road,2.0
Crab Cakes and Sweets,ECR,AH,TecFS-1650,Anson,415-260-7643,,0.085,0.0875,SF,Pier 39 Suite K-01,2.0
Creekside Market & Deli,ECR,AH,Sam 5240,Sandy  ,415-884-9700,,0.085,0.0875,Novato,275 Marin Valley Drive,2.0
El 2 De Oros Produce Market,ECR,1433- B / 54220,,Sergio,707-553-2395,,1417 Tennessee Street,Vallejo,Ca,el2dosdeoros@gmail.com,2.0
Sweet Things - SF,NCC,DD,Sam 4740,Liza,415-221-8583,925-776-8538,0.085,0.0875,SF,3585 California Street,2.0
Dandy's Market,ECR,AH,TEC MA 1450,Joe,415-479-9111,,0.0925,0.0925,San Raf,100 El Prado Avenue #1,2.0
Tart toTart,ECR,AH,Tec Ma600,Lilly,415-504-7068,,0.085,0.0875,SF,641 Irving Street,2.0
Taylor's Bay Café,NCC,DD,SPT4740,Adrienne Hefter,650-697-7095,,0.09,0.09,Burl,840 Stanton Road,2.0
Ted's Market,ECR,AH,SAM 520,Dave,415-552-0309,,0.085,0.0875,SF,1530 Howard Street,2.0
Sutter Novato Community Hospital GIFT SHOP,ECR,AH,Tec Ma 1350,Marilyn,415-209-1316,,0.085,0.09,Novato,180 Rowland Way,2.0
Corte Madera Shoe Repair,ECR,AH,,Mauro,415-924-8823,707-479-5082,0.09,0.09,CorteM,429 Corte Madera Town Center,2.0
Country Corner Liquors,ECR,AH,SAM4S SPS520,Monica,707-639-6929,,0.08375,,SOL,1332 W Texas St,2.0
Davis Plaza Market,ECR,AH,,Albert,510-638-9891,,0.0975,,ALA,1288 Davis St,2.0
De Anza College,NCC,RA,Breeze,Patrick Gannon,408-864-8515,408-968-9381,0.09,0.0875,Cuper,21250 Stevens Creek Blvd,2.0
El Patron Mexican Food,ECR,Last order 4/2021,,Daniel Barba,707-447-0709,707-816-9936,506 Main Street,Vacaville,Ca,,2.0
Donut Wheel,ECR,,,Sonya,925-447-8190,,2017 First Street,Livermore,Ca,,2.0
L&L BBQ-  Hawaii,NCC,RA,,Gloria,808-259-6888,408-246-0896,41-1610 Kalanianaole Hwy,Waimanalo,Hi,96795,2.0
Concord Produce,ECR,AH,,Roberto,925-682-5678,,0.0975,0.0925,Concord,2511 Monument Blvd,2.0
Cinderella Bakery,NCC,DD,Breeze,Mike,415-751-9690,415-265-7725,0.085,0.0875,SF,436 Balboa Street,2.0
Tacos Sinaloa - Hayward,NCC,LG,,Marlem,510-325-5069,,0.0925,,ALA,,2.0
Tamaleria y Taqueria Azteca,ECR,AH,SHARP  A-42S,Claudia,510-778-6926,510-253-3289,0.0925,0.095,ALA,5751 Market Street,2.0
Taqueria El Tejaban - Fairfield,ECR,AH,Sam4s ER 940 flat,Felipe,707-425-2174,,0.08375,0.0863,SOL,890 E. Travis Blvd #C,2.0
Taqueria El Tejaban - Vacaville,ECR,AH,Sam4S ER940 flat,Martin Sanchez,707-451-9252,,0.08125,,SOL,871 Merchant Street,2.0
Tenderloin Liquor,ECR,LG,,Sammy,415-563-5542,,0.085,,SF,62 Turk St,2.0
Cheers Market,ECR,AH,Sam SPS-2000,AJ,415-767-6918,,0.085,0.0875,SF,867 Fillmore Street,2.0
Chestnut St. Coffee Roastery,NCC,DD,,Alex,415-931-5382,,0.085,,SF,2331 Chestnut Street,2.0
Chez Marius,NCC,DD,Acrobat,Laurent,415-334-3235,415-341-6852,0.085,0.0875,SF,4063 24th Street,2.0
Tiburon Thrift Shop,ECR,RF,Sharp ER-A247,Carolyn Grey,415-435-7605,,0.0825,0.085,MARIN,96 Main Street,2.0
Cultured Affair Café,ECR,AH,TEC-1450,Arturo,707-937-1430,,0.07875,0.0762,MENDO,45104 Main Street #A,2.0
Civic Center Market ,ECR,AH,Sam4S  945,Edmund,415-863-8686,,0.085,0.0875,SF,1292 Market Street,2.0
Clyde's Liquor,NCC,DF,SPT4700,Paul,408-225-0800,408-612-1556,0.0925,,SanJose,3963 Snell Avenue,2.0
Coast Marine,ECR,AH,Tec Ma600,George,415-673-1923,,0.085,0.0875,SF,398 Jefferson Street,2.0
Syufy Enterprises  ++1000++,ECR,RF,,Antoine,415-448-8300,,0.0925,0.0925,San Raf,150 Pelican Way,2.0
Tacos Rodriguez,NCC,AS,,Ricardo,510-506-4662,,0.0875,,CC,4352 Appian Way,2.0
Super Stop,ECR,AH,Samsung 5115,Sing,510-799-6115,,0.0825,0.085,CC,718 4th Street,2.0
Surf City Squeeze,ECR,AH,TEC MA1450,May,925-225-9169,,0.0925,0.095,ALA,"2465 Stoneridge Mall Road, #207",2.0
Arby's - San Jose,NCC,DD,,Anoop Kang,408-249-4259,510-557-9123,0.0925,0.09,SanJose,3158 Stevens Creek Blvd,2.0
Antiguas Café,ECR,SG,Sharp ER-407,Pablo,415-532-5012,415-240-1137 cell Pablo,0.0925,,San Raf,703 3rd Street,2.0
Berkeley Bagel,ECR,AH,,Sam Chea,510-524-3104,408-823-8999,0.0925,0.095,ALA,1281 Gilman St,2.0
Beso,NCC,DD,,Michelle,415-883-6700,615-419-4003,0.085,0.09,Novato,502 S. Palm Drive,2.0
Avedano's Meats,ECR,RF,Sam 520RT,Angela,415-285-6328,,0.085,0.0875,SF,325 Cortland Avenue,2.0
U-Save Beer & Wine,ECR,AH,SAM4s ER520RT,Jesse Singh,707-664-8045,,0.095,0.0925,Cotati,7500 Commerce Blvd,2.0
Ukiah Express Market,ECR,AH,Tec Ma 1595,Haji,707-462-1969,,0.08875,0.08125,Ukiah,390 East Gobbi Street,2.0
Toy Boat,ECR,AH,Sharp ER-A420,Jesse Fink,415-751-7505,,0.085,0.0875,SF,401 Clement Street,2.0
Traverso's Work Shoes - Dublin,ECR,LG,TE8500,Juliana,925-829-4722,,0.0925,,ALA,"6743 Dublin Blvd, #26",2.0
Arby's - Rocklin,NCC,DD,,Gurmeet,916-952-9512,,0.0725,,PLACER,4400 Rocklin Road,2.0
Bayside Café - Sausalito,ECR,AH,Sam4s ER5240,Tony,415-331-2313,415-302-3491,0.0875,,MARIN,1 Gate 6 Road,2.0
Atlas Café,NCC,DD,SPT3000,Bill Stone,415-648-1047,415-999-6274,0.085,0.0875,SF,3049 20th Street,2.0
New Tin's Market,ECR,LG,,Jennifer,510-832-6256,,0.0925,0.095,ALA,310 7th Street,2.0
New York Bagel & Deli - LA,ECR,RF,Panasonic,Brian,310-391-6226,310-460-8333,0.095,,LA,11700 National Blvd,2.0
New York Bagel & Deli - Santa Monica,ECR,RF,Panasonic,Brian,310-828-3228,310-460-8333,0.1025,0.095,S.Monica,2216 Wilshire Blvd,2.0
Nicole's Café,ECR,AH,Sams4s ER-940,Russ Vierra,408-314-3358,,0.09,0.0875,SC,690 Kifer Road,2.0
Star Grocery,ECR,,,Nick,510-652-2490,510-540-1018,3068 Claremont Ave,Berkeley,Ca,,2.0
Napa Food Fair Market,ECR,AH,,Paul,707-254-9195,,0.0775,0.08,NAPA,719 Lincoln Ave,2.0
Sabella LaTorre,NCC,courtesey call to Tom,,Tom LaTorre,415-673-2824,650-888-8814,#3 Fishermans Wharf,San Francisco,Ca,,2.0
BART,NCC,DD,,Pat Seto,510-464-7121,,0.0925,0.095,ALA,800 Madison Street Lm-C,2.0
Baysider Café - SSF,ECR,AH,Tec Fs1650,Junior,415-725-6886,415-725-6886,0.0925,0.0875,So.Sf,290 Utah Street,2.0
Benton Market,ECR,AH,,Jay,707-526-5550,,0.0925,,SON,801 Benton St,2.0
Brick House Restaurant & Lounge,NCC,DD,,Molly,916-714-0840,,0.0775,0.08,SAC ,"9027 Elk Grove Blvd, Suite 100",2.0
Boogaloo's,ECR,AH,ER-5215,Peter Hood,415-824-4088,415-577-5266,0.085,0.0875,SF,3296 22nd Street,2.0
Boon Eat & Drink,NCC,DD,,Jennie,707-869-0780,,0.085,0.0825,SON,16428 Main Street,2.0
Botanica La San Juanita,ECR,SG,,Manuel,209-898-2048,415-933-2845,0.0875,,SC,663 I Street Suite B,2.0
Ukiah Recycling,ECR,AH,Sam4s ER5240M,Michael,707-462-9399,,0.08875,,Ukiah,1080 Cunningham Street,2.0
Best Beverage - Bank of NH Pavillion,NCC,DF,,Mary,603-293-4700,,0,,O/S,72 Meadowbrook Lane,2.0
Safeland Market,ECR,AH,Sam4S ER530RT,Aman Singh,510-532-6599,925-237-6551,5701 Foothill Blvd,Oakland,Ca,94605,2.0
Bay Watch - Burlingame,NCC,DD,Tec WinPOs,Esther,650-347-6924,650-291-8648,0.09,0.09,Burl,1841 El Camino Real,2.0
Blue & Gold Fleet,ECR,AH,Tec Fs1450,Stacy,415-705-5458,415-705-5532 (after 3),0.085,0.0875,SF,"Pier 41 Marina Terminal, 2nd Floor",2.0
Bing's Liquor,ECR,AH,,Jorge,510-526-3777,,0.0925,0.095,ALA,1801 San Pablo Ave,2.0
Black & White Market,ECR,LG,Casio Te-2200,Judy/Hung,510-261-2681,,0.0925,,ALA,2681 Fruitvale Blvd,2.0
Arby's - Sunnyvale,NCC,DD,SPT 4700,Anoop Kang,408-733-6434,510-557-9123,0.09,0.0875,SC,601 S. Bernardo Avenue,2.0
Alana's - Redwood City  ,NCC,DD,,Teresa,650-366-1498,650-799-9210,0.0925,0.09,Redwood,1020 Main Street,2.0
Alejandro's Taqueria - Sacramento,ECR,AH,Sam ER940 flat,Luis,916-459-0924,,0.0875,,Sacmen,911 K Street,2.0
Bay Watch - San Mateo,NCC,DD,Tec WinPos,Esther,650-342-2356,650-291-8648,0.09,0.0925,San Mat,201 2nd Avenue,2.0
Village Meats,NCC,RF,,Eric Halstead,775-831-6243,,0,,O/S,"770 Mays Blvd, Suite 2 (Attn: Meat Dept.)",2.0
Morning Brew Café,NCC,DD,Breeze,Kai,415-986-4206,,0.085,0.0875,SF,401 Sansome Street,2.0
Brad Gilbert Tennis Nation,NCC,DF,Tec 3700,Harry Tong,415-453-5399,,0.09,0.0925,Lark,196 Bon Air Center,2.0
Cal Pacific Med Center - Pacific,ECR,AH,TEC 1350,George Chrysilou,415-600-3224,408-641-6775,0.085,0.0875,SF,2333 Buchannon - Level A,2.0
Camden Liquor,ECR,AH,Sam 520RT,Paul,408-265-6272,408-728-0274,0.0925,0.09,SanJose,5837 Camden Avenue,2.0
Alejandro's Taqueria - Vacaville,ECR,AH,TEC FS1450,Javier  ,707-448-8899,,0.08125,0.07875,Vaca,348 Merchant Street,2.0
Al's Liquor,ECR,AH,Sam4s SPS520,Jas ,650-583-8920,718-866-8232,0.0925,0.0875,So.Sf,479 Grand Avenue,2.0
Alameda Cellars,ECR,AH,Sam4s SPS2000,Matt,510-521-3100,,0.0975,0.095,Alam,2425 Encinal Avenue,2.0
Alana's - Burlingame ,NCC,DD,,Francesca,650-348-0417,650-799-9230,0.09,0.09,Burl,1408 Burlingame Avenue,2.0
Castro Theater,NCC,DD,Sam4s SPT4740,Gary,415-621-5288,,0.085,0.0875,SF,429 Castro Street ,2.0
Mike's Market,NCC,DF,SPT 4740,Mike,510-231-0579,,0.0975,0.095,Rich,1434 Bissell Avenue,2.0
Bottleneck Liquor,ECR,LG,CASIO TE7000,Angrej,510-562-3612,,0.0925,,ALA,3151 98th Ave,2.0
65th Street Market,ECR,AH,Sam4s ER260,Murshed Adbul,510-655-6838,,0.095,,ALA,6444 San Pablo Ave,2.0
A Sweet Affair - California,NCC,DD,Spt4500,Terry,925-943-2253,925-785-5931,0.0875,0.085,CC,1991 N California Blvd,2.0
Buongiorno Gourmet Express,ECR,AH,TEC MA-600,Ratha,510-832-7339,510-926-5566,0.0925,,ALA,1226 Broadway Avenue,2.0
Burritoville Café,ECR,AH,Sam 520FT/rkp,David,415-924-8669,415-342-4371,0.09,0.09,Lark,531 Magnolia Avenue,2.0
Cable Car Museum,ECR,AH,TEC MA1350,Jose,415-474-1887,,0.085,0.0875,SF,1201 Mason Street,2.0
Cal Pacific Med Center - Davies,ECR,AH,TEC 1350,George Chrysilou,415-600-6107,408-641-6775,0.085,0.0875,SF,45 Castro St at Duboce,2.0
The Candy Store,ECR,RF,Sh ER-A3247,Klaus,415-435-3430,415-806-2044,0.0825,0.085,MARIN,7 Main Street,2.0
Miracle Mile Café,ECR,SG,TEC MA516,Jeff,415-454-7700,,0.0925,0.0925,San Raf,2130 4th Street,2.0
River Front Café,NCC,,,Elias,707-347-5147,,224 B Street,Petaluma,CA,,2.0
Nomad Café,ECR,AH,Tec MA 600,Sophia ,510-595-5345,,0.0925,0.095,ALA,6500 Shattuck Avenue,2.0
Nomad Café #2,ECR,AH,Sam ER5240,Sophia ,510-679-5177,415-517-6318,0.0875,0.095,ALA,"303 Arlington Ave, Suite #1",2.0
National Liquors,ECR,AH,TE8500F,Sing,925-674-1116,,0.0925,0.09,Pl.Hill,1683 Contra Costa Blvd,2.0
Nature's Own Health Foods,ECR,AH,TEC MA 516,Kathleen,707-994-3080,,0.0875,0.08,ClearLk,14089 Lakeshore Drive,2.0
Motel Six - San Rafael,ECR,RF,TEC MA1350,Sid,415-453-3450,,0.0925,,San Raf,737 E. Francisco Blvd,2.0
Mother's Hug,ECR,AH,Sharp ER247,Sarah Chavez,916-949-4889,,0.0875,,SAC,3150 26th Avenue,2.0
Mill Valley Swirl,ECR,AH,TEC MA1535,Jeff Shine,415-342-6537,,0.0825,0.085,MARIN,417 Miller Avenue #100,2.0
Telegraph Quality Market,ECR,LG,Casio QT6600,Mo,510-821-3025,,0.0925,0.095,ALA,2429 Telegraph Avenue,2.0
Missouri Lounge,NCC,DF,,Nima,510-644-2922,510-717-1003,0.0925,,ALA,2600 San Pablo Avenue,2.0
Moby Dick,ECR,AH,Sam4s,Joseph Capeletti,415-861-1199,,0.085,0.0875,SF,4049 18th Street,2.0
Moore's Meat Market,NCC,AH,,Isaac,510-417-2062,510-593-9325,0.0975,0.095,Rich,4801 Valley View Road,2.0
Mi Tierra Carniceria,ECR,AH,TEC 1650,Nancy,916-381-9331,,0.0875,0.085,Sacmen,8484 Florin Road #70,2.0
Mi Tierra Market - San Jose,ECR,LG,Sam ER520,Victor,650-888-7367,,0.0925,0.09,SanJose,1130 E. Santa Clara St#5,2.0
Miche's Filipino Cuisine,NCC,LG,,Cesar,650-757-7287,,0.0975,,SM,6889 Mission St,2.0
Midnight Sun,NCC,DD,SPT 4740,John,415-861-4186,,0.085,0.0875,SF,4067 18th Street,2.0
Mifune Bistro,NCC,DD,,Ami,415-200-6654,,0.085,0.0875,SF,1581 Webster Street,2.0
Electric City,ECR,AH,,Neil,415-806-2130,,0.085,0.0875,SF,2261 Market Street,2.0
L&L BBQ - Reno,NCC,RA,Tec 3600,Al Burgos,775-677-8888,916-307-9331,4991 South Virginia St,Reno,NV,89502,2.0
L&L BBQ - Roseville,NCC,RA,Tec 3600,Stan,916-650-5596,,9050 Fairway Drive # 160,Roseville,Ca,95678,2.0
L&L BBQ - Sac - Florin,NCC,RA,Tec 3700,Mark Hayashida,916-392-5555,916-275-1336,1030 Florin Road,Sacramento,Ca,95831,2.0
Eastbay Market & Liquor,ECR,AH,,Muhammid,510-632-7149,,0.0925,0.095,ALA,8432 International Blvd,2.0
Ferraro Fairfax,ECR,AH,,Sue Ferraro,415-455-8919,,0.09,0.09,Fairfax,1942 Sir Frances Drake Blvd,2.0
Europa Epress,ECR,AH,TEC MA1595,Boris,415-751-1551,,0.085,,SF,750 La Playa Street,2.0
Fairway Glen Liquors,ECR,AH,Sam4s ER520RT,Arsi,408-988-5333,209-640-7786,0.09,,SC,4767 Lafayette St #106,2.0
Elbo Room,ECR,AH,ER 945,Erik,415-522-7788,415-216-3448,0.085,,SF,647 Valencia Street,2.0
Elbo Room- Oakland,ECR,AH,ER 945,Erik,415-216-3448,,0.0925,,ALA,311 Broadway,2.0
L&L BBQ - Redwood City,NCC,RA,Tec 3700,June,650-299-1544,,324 Walnut St,Redwood City,Ca,94063,2.0
Emerald City Laundry,ECR,AH,,Heidi,707-825-6802,,0.085,0.0875,HUMB,1210 G Street,2.0
Family Thrift Store,ECR,AH,,Valeria,415-388-0899,,0.0825,0.085,MARIN,448 Miller Avenue,2.0
Fog Lifter Café,ECR,AH,Tec ma600,Jawad,415-349-1428,,0.085,0.0875,SF,1901 Ocean Avenue,2.0
Fountain Café,NCC,LG,SPT4500,Elias,510-451-6400,,0.0925,0.095,ALA,"499 14th Street, Suite 125",2.0
