Business Name,City,County,State,Phone,Address,Type,Source,Priority
90 PLUS WINE CLUB LLC,NAPA,Napa,CA,,121 CANYON DR,Food Service,ABC License Data,HIGH
A 1 FOOD STORE,NAPA,Napa,CA,,75 COOMBS ST,Food Service,ABC License Data,HIGH
A FAUSTINI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,HIGH
ACCASBEL WINES,NAPA,Napa,CA,,2405 LAUREL ST,Food Service,ABC License Data,HIGH
ACCURSO WINES LLC,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,HIGH
ACRE WINES,NAPA,Napa,CA,,1031 MCKINSTRY ST,Food Service,ABC License Data,HIGH
ADDAX WINES,NAPA,Napa,CA,,1339 PEARL ST,Food Service,ABC License Data,HIGH
ADVANTAGE WINE GROUP INC,NAPA,Napa,CA,,1218 DAFFODIL DR,Food Service,ABC License Data,HIGH
AESTHETIC WINES LLC,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,HIGH
AFTERWORDS WINES,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,HIGH
ALEBRIJE WINES,NAPA,Napa,CA,,2494 TROWER AVE,Food Service,ABC License Data,HIGH
ALPAS WINERY,NAPA,Napa,CA,,2449 SHORELINE DR,Food Service,ABC License Data,HIGH
ALPHA OMEGA WINERY,NAPA,Napa,CA,,1239-1245 1ST ST,Food Service,ABC License Data,HIGH
ALTA WINES LLC,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
ALTAMURA WINERY,NAPA,Napa,CA,,1667 WOODEN VALLEY RD,Food Service,ABC License Data,HIGH
AMAMI SUSHI BISTRO,NAPA,Napa,CA,,1300 MAIN ST,Food Service,ABC License Data,HIGH
AMAZON RANCH WINERY,NAPA,Napa,CA,,3738 LINDA VISTA AVE,Food Service,ABC License Data,HIGH
AMLES WINES,NAPA,Napa,CA,,7633 SILVERADO TRL,Food Service,ABC License Data,HIGH
AMMONS HORN WINES,NAPA,Napa,CA,,3010 CUTTINGS WHARF RD,Food Service,ABC License Data,HIGH
AMOR MATRIS WINERY,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,HIGH
ANCIEN WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,HIGH
ANDERS-LANE ARTISAN WINES,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,HIGH
ANGELE RESTAURANT & BAR,NAPA,Napa,CA,,540 MAIN ST,Bar,ABC License Data,HIGH
ANGRY KIWI WINES CORPORATION,NAPA,Napa,CA,,1002 B TAMARISK DR,Food Service,ABC License Data,HIGH
ANTHEM WINERY & VINEYARDS  LLC,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,HIGH
ANTHEM WINERY & VINEYARDS LLC,NAPA,Napa,CA,,3123 DRY CREEK RD,Food Service,ABC License Data,HIGH
AONAIR WINE,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,HIGH
APOSTLE WINE CO.,NAPA,Napa,CA,,4420 DUMAS ST,Food Service,ABC License Data,HIGH
APPLEBEES NEIGHBORHOOD GRILL & BAR,NAPA,Napa,CA,,195 SOSCOL AVE,Bar,ABC License Data,HIGH
ARATAS WINE,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,HIGH
ARBARETUM AT NAPA VALLEY DISTILLERY THE,NAPA,Napa,CA,,1149 1ST ST,Bar,ABC License Data,HIGH
ARCHIVAL WINE,NAPA,Napa,CA,,3331 KENSINGTON CIR,Food Service,ABC License Data,HIGH
ARDORE WINE,NAPA,Napa,CA,,2232 BIG RANCH RD,Food Service,ABC License Data,HIGH
ART + FARM WINE,NAPA,Napa,CA,,2185 SILVERADO TRAIL,Food Service,ABC License Data,HIGH
ARTESA VINEYARDS & WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,HIGH
ARTESA WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,HIGH
ARTISAN WINES LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,HIGH
ASHES & DIAMONDS WINERY,NAPA,Napa,CA,,4130 HOWARD LN,Food Service,ABC License Data,HIGH
ATLAS PEAK WINE LAB,NAPA,Napa,CA,,2431 ATLAS PEAK RD,Food Service,ABC License Data,HIGH
ATLAS WINE COMPANY,NAPA,Napa,CA,,841 LATOUR CT,Food Service,ABC License Data,HIGH
AVA WINES  LLC,NAPA,Napa,CA,,109 VALLEY CLUB CIR,Food Service,ABC License Data,HIGH
AVINODOS WINES,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,HIGH
AXIOS WINES,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
AXIOS WINES INC,NAPA,Napa,CA,,221 DEVLIN RD,Food Service,ABC License Data,HIGH
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,NAPA,Napa,CA,,2995 JEFFERSON ST,Food Service,ABC License Data,HIGH
AZUR WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,HIGH
B TRUE WINES,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,HIGH
BACK ROOM WINES,NAPA,Napa,CA,,1546 1ST ST,Food Service,ABC License Data,HIGH
BACKSTAGE WINERY,NAPA,Napa,CA,,4162 BIG RANCH RD,Food Service,ABC License Data,HIGH
BAD HABITS WINES,NAPA,Napa,CA,,3584 NORFOLK ST,Food Service,ABC License Data,HIGH
BAR LUCIA,NAPA,Napa,CA,,610 1ST ST,Bar,ABC License Data,HIGH
BARBOUR VINEYARD WINES,NAPA,Napa,CA,,104 CAMINO DORADO,Bar,ABC License Data,HIGH
BARNHOUSE NAPA BREWS,NAPA,Napa,CA,,1004 CLINTON ST,Bar,ABC License Data,HIGH
BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,,33 HARLOW CT,Bar,ABC License Data,HIGH
BAY WINE GROUP,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,HIGH
BELONG WINE CO,NAPA,Napa,CA,,101 S COOMBS ST,Food Service,ABC License Data,HIGH
BELONG WINE CO.,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,HIGH
BENCHMARK WINE GROUP,NAPA,Napa,CA,,445 DEVLIN RD,Food Service,ABC License Data,HIGH
BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,,1568 AIRPORT BLVD,Food Service,ABC License Data,HIGH
BIAGI FAMILY WINES,NAPA,Napa,CA,,787 AIRPARK RD,Food Service,ABC License Data,HIGH
BLACK STALLION WINERY,NAPA,Napa,CA,,4089 SILVERADO TRL,Food Service,ABC License Data,HIGH
BLUE FROG WINERY,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,HIGH
BOUNTY HUNTER RARE WINE & SPIRITS,NAPA,Napa,CA,,975 1ST ST,Food Service,ABC License Data,HIGH
BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,CA,,1507 BANKS AVE,Food Service,ABC License Data,HIGH
BRIAN EDWARD WINES,NAPA,Napa,CA,,264 SILVERADO SPRINGS DR,Food Service,ABC License Data,HIGH
BRIAN EDWARD WINES  LLC,NAPA,Napa,CA,,303 DEER HOLLOW DR,Food Service,ABC License Data,HIGH
BRILLIANT MISTAKE WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,HIGH
BRONCO WINE COMPANY,NAPA,Napa,CA,,33 HARLOW CT,Food Service,ABC License Data,HIGH
BROOKMAN WINE CO,NAPA,Napa,CA,,7850 SILVERADO TRL,Food Service,ABC License Data,HIGH
BROWNS VALLEY MARKET INC,NAPA,Napa,CA,,3263 BROWNS VALLEY RD,Food Service,ABC License Data,HIGH
BUCKINGHAM WINES LLC,NAPA,Napa,CA,,15 CHATEAU LN,Food Service,ABC License Data,HIGH
BUNTER SPRING WINERY,NAPA,Napa,CA,,1062 1ST AVE,Food Service,ABC License Data,HIGH
BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,HIGH
BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,HIGH
BUONCRISTIANI WINES,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,HIGH
BUSELLI FAMILY WINES,NAPA,Napa,CA,,7764 SILVERADO TRL,Food Service,ABC License Data,HIGH
BYRON KOSUGE WINES,NAPA,Napa,CA,,1763 SYCAMORE ST,Food Service,ABC License Data,HIGH
CA' MOMI; CA' MOMI WINERY,NAPA,Napa,CA,,2125 CUTTINGS WHARF RD,Food Service,ABC License Data,HIGH
CADET WINE & BEER BAR,NAPA,Napa,CA,,928 - 932 FRANKLIN ST,Bar,ABC License Data,HIGH
CADLE FAMILY WINES,NAPA,Napa,CA,,1201 1ST ST,Food Service,ABC License Data,HIGH
CALMERE ESTATE WINERY,NAPA,Napa,CA,,2750 LAS AMIGAS RD,Food Service,ABC License Data,HIGH
CANNATELLI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,HIGH
CARNEROS WINE COMPANY,NAPA,Napa,CA,,1134 DEALY LN,Food Service,ABC License Data,HIGH
CASPAR WINE,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,HIGH
CASTLE BRIDGE WINES,NAPA,Napa,CA,,45 ENTERPRISE CT,Food Service,ABC License Data,HIGH
CATERWAUL WINES,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,HIGH
CHAIX WINES,NAPA,Napa,CA,,1204 MANLEY LN,Food Service,ABC License Data,HIGH
CHARDONNAY GOLF CLUB,NAPA,Napa,CA,,2555 JAMESON CANYON RD,Food Service,ABC License Data,HIGH
CHETUPHON,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,HIGH
CHIMNEY ROCK WINERY,NAPA,Napa,CA,,5350 SILVERADO TRL,Food Service,ABC License Data,HIGH
CHIPOTLE MEXICAN GRILL #1527,NAPA,Napa,CA,,1715 TRANCAS ST,Mexican Restaurant,ABC License Data,HIGH
CHIPOTLE MEXICAN GRILL STORE #2415,NAPA,Napa,CA,,304 SOSCOL AVE STE F,Mexican Restaurant,ABC License Data,HIGH
CLIF FAMILY WINERY,NAPA,Napa,CA,,4326 BIG RANCH RD,Food Service,ABC License Data,HIGH
CLIF FAMILY WINERY AND FARM  LLC,NAPA,Napa,CA,,40 HARLOW CT,Food Service,ABC License Data,HIGH
COCKERELL FAMILY WINE ESTATES,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,HIGH
COHO WINES,NAPA,Napa,CA,,1470 SPROUL AVE,Food Service,ABC License Data,HIGH
COLLEGIATE WINES,NAPA,Napa,CA,,962 KAISER RD,Food Service,ABC License Data,HIGH
COMPLINE WINE SHOP,NAPA,Napa,CA,,1300 FIRST ST,Food Service,ABC License Data,HIGH
CONNOISSEUR WINE AND SPIRITS CALIFORNIA,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,HIGH
CONSECRATION WINE LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,HIGH
COQUEREL FAMILY WINE ESTATES,NAPA,Napa,CA,,2865 HILL TOP DR,Food Service,ABC License Data,HIGH
CORRELATION WINES,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,HIGH
COST PLUS WORLD MARKET,NAPA,Napa,CA,,3934 BEL AIRE PLZ,Food Service,ABC License Data,HIGH
COVALENCE WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,HIGH
COVENANT WINES,NAPA,Napa,CA,,2511 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
CPX WINES,NAPA,Napa,CA,,1509 BANKS AVE,Food Service,ABC License Data,HIGH
CRISTIE KERR WINES,NAPA,Napa,CA,,1463 1ST ST,Food Service,ABC License Data,HIGH
CUMMINGS FAMILY WINES,NAPA,Napa,CA,,918 ENTERPRISE WAY,Food Service,ABC License Data,HIGH
CUVAISON WINERY,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,HIGH
CVS PHARMACY STORE 1804,NAPA,Napa,CA,,675 TRANCAS ST,Food Service,ABC License Data,HIGH
CVS PHARMACY STORE 9214,NAPA,Napa,CA,,1558 TRANCAS ST,Food Service,ABC License Data,HIGH
DA VE WINERY,NAPA,Napa,CA,,2515 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
DALECIO FAMILY WINES  LLC,NAPA,Napa,CA,,905 JEFFERSON ST,Food Service,ABC License Data,HIGH
DARIOUSH WINERY,NAPA,Napa,CA,,4240 SILVERADO TRL,Food Service,ABC License Data,HIGH
DAVIN WINES,NAPA,Napa,CA,,1997 MOLINA ST,Food Service,ABC License Data,HIGH
DE RE WINES L.L.C.,NAPA,Napa,CA,,1177 EGGLESTON ST,Food Service,ABC License Data,HIGH
DEAN & DELUCA MARKETS LLC,NAPA,Napa,CA,,68 COOMBS ST,Food Service,ABC License Data,HIGH
DEARDEN WINES,NAPA,Napa,CA,,2258 LAS AMIGAS RD,Food Service,ABC License Data,HIGH
DELGADILLO WINE COMPANY,NAPA,Napa,CA,,2812 SACRAMENTO ST,Food Service,ABC License Data,HIGH
DESTINY FAMILY WINES,NAPA,Napa,CA,,3295 VICHY AVE,Food Service,ABC License Data,HIGH
DEUCES MARKET,NAPA,Napa,CA,,1300 1STST,Food Service,ABC License Data,HIGH
DJK WINE,NAPA,Napa,CA,,4266 E 3RD AVE,Food Service,ABC License Data,HIGH
DOI DA WINES,NAPA,Napa,CA,,1373 SODA CANYON RD,Food Service,ABC License Data,HIGH
DON PERICO RESTAURANT,NAPA,Napa,CA,,1300 1ST ST,Restaurant,ABC License Data,HIGH
DRM WINERY,NAPA,Napa,CA,,1758 INDUSTRIAL WY,Food Service,ABC License Data,HIGH
DRY FARM WINES,NAPA,Napa,CA,,3222 CALIFORNIA BLVD,Food Service,ABC License Data,HIGH
DVNO WINE,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,HIGH
EAGLE VINES GOLF CLUB,NAPA,Napa,CA,,580 S KELLY RD,Food Service,ABC License Data,HIGH
ECONOMY FOOD MARKET,NAPA,Napa,CA,,1100 IMOLA AVE,Food Service,ABC License Data,HIGH
EDGE WINES,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,HIGH
EHRLICH WINE VENTURES  LLC,NAPA,Napa,CA,,7765 MONEY RD,Food Service,ABC License Data,HIGH
EIKOS RESTAURANT,NAPA,Napa,CA,,1385 NAPA TOWN CTR,Restaurant,ABC License Data,HIGH
EL GUADALAJARA RESTAURANT,NAPA,Napa,CA,,1520 SILVERADO TRL,Restaurant,ABC License Data,HIGH
ELEVEN ELEVEN WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,HIGH
ELLMAN FAMILY WINERY,NAPA,Napa,CA,,1022 SODA CANYON RD,Food Service,ABC License Data,HIGH
ELYSE WINERY,NAPA,Napa,CA,,2100 HOFFMAN LN,Food Service,ABC License Data,HIGH
EMMAUS  EMMAUS WINE  EMMAUS WINES,NAPA,Napa,CA,,271 MONTE VISTA DR,Food Service,ABC License Data,HIGH
EMPATHY WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,HIGH
ENTERPRISE WINE COMPANY,NAPA,Napa,CA,,910 ENTERPRISE WAY,Food Service,ABC License Data,HIGH
EP WINE,NAPA,Napa,CA,,270 KREUZER LN,Food Service,ABC License Data,HIGH
ETUDE WINES,NAPA,Napa,CA,,1250 CUTTINGS WHARF RD,Food Service,ABC License Data,HIGH
ETXEA WINES,NAPA,Napa,CA,,1049 LA GRANDE AVE,Food Service,ABC License Data,HIGH
EUCLID WINES,NAPA,Napa,CA,,4217 GRAPE VINE DR,Food Service,ABC License Data,HIGH
EXCALIBUR WINE COMPANY,NAPA,Napa,CA,,5230 COUNTRY LN,Food Service,ABC License Data,HIGH
FAIRVIEW MARKET,NAPA,Napa,CA,,1017 COOMBSVILLE RD,Food Service,ABC License Data,HIGH
FALCOR WINE CELLARS,NAPA,Napa,CA,,2785 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
FAR MOUNTAIN WINERY,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,HIGH
FARELLA PARK VINEYARDS/FARELLA WINERY/FARELLA ESTA,NAPA,Napa,CA,,2222 N 3RD AVE,Food Service,ABC License Data,HIGH
FARM COLLECTIVE WINERY,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,HIGH
FATHIA WINES,NAPA,Napa,CA,,39 EDGEFIELD CT,Food Service,ABC License Data,HIGH
FAVIA WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,HIGH
FAYARD WINEMAKING,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,HIGH
FAYARD WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,HIGH
FAZERRATI'S PIZZA,NAPA,Napa,CA,,1517 W IMOLA AVE,Food Service,ABC License Data,HIGH
FE WINES,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,HIGH
FESS PARKER WINERY,NAPA,Napa,CA,,1227 1ST ST,Food Service,ABC License Data,HIGH
FILIPPIS PIZZA GROTTO,NAPA,Napa,CA,,645 1ST ST,Food Service,ABC License Data,HIGH
FINE DISREGARD WINE COMPANY,NAPA,Napa,CA,,41 LINNELL AVE,Food Service,ABC License Data,HIGH
FIRST & FRANKLIN MARKETPLACE,NAPA,Napa,CA,,1331 1ST ST,Food Service,ABC License Data,HIGH
FOG MONSTER WINES,NAPA,Napa,CA,,1827 CLAY ST,Food Service,ABC License Data,HIGH
FOLEY FAMILY WINES,NAPA,Napa,CA,,770 AIRPARK RD,Food Service,ABC License Data,HIGH
FOLIO FINE WINE PARTNERS,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,HIGH
FOLIO WINE COMPANY,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,HIGH
FOLIO WINE PARTNERS,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
FONTANELLA FAMILY WINERY,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,HIGH
FOOD CITY MARKET,NAPA,Napa,CA,,1807 OLD SONOMA RD,Food Service,ABC License Data,HIGH
FORGE PIZZA NAPA,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,HIGH
FORGOTTEN UNION WINES,NAPA,Napa,CA,,2287 KATHLEEN DR,Food Service,ABC License Data,HIGH
FORTHRIGHT WINERY,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,HIGH
FORTUNATI WINERY,NAPA,Napa,CA,,980 SALVADOR AVE,Food Service,ABC License Data,HIGH
FOUR DOORS WINE,NAPA,Napa,CA,,5584 SILVERADO TRL,Food Service,ABC License Data,HIGH
FREE FLOW WINES,NAPA,Napa,CA,,2557 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,HIGH
FREEDOM ESTATE WINE,NAPA,Napa,CA,,707 MONTECITO BLVD,Food Service,ABC License Data,HIGH
FRIDAS MEXICAN GRILL,NAPA,Napa,CA,,1533 TRANCAS ST,Mexican Restaurant,ABC License Data,HIGH
FUENTES WINE COMPANY,NAPA,Napa,CA,,400 UNDERHILL DR,Food Service,ABC License Data,HIGH
FULCRUM WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,HIGH
FUME BISTRO & BAR,NAPA,Napa,CA,,4050 BYWAY E,Bar,ABC License Data,HIGH
G & G PRIVATE RESERVE WINES,NAPA,Napa,CA,,1341 ORCHARD AVE,Food Service,ABC License Data,HIGH
GADERIAN WINES,NAPA,Napa,CA,,1041 LAUREL ST,Food Service,ABC License Data,HIGH
GALLEGOS WINES/GALLEGOS FAMILY WINES/GALLEGOS FAMI,NAPA,Napa,CA,,3628 SHELTER CREEK DR,Food Service,ABC License Data,HIGH
GALLICA WINE,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,HIGH
GEN 7 WINES,NAPA,Napa,CA,,850 BORDEAUX WAY,Food Service,ABC License Data,HIGH
GENOVA DELICATESSEN,NAPA,Napa,CA,,1550 TRANCAS ST,Food Service,ABC License Data,HIGH
GENTLEMAN FARMER WINES,NAPA,Napa,CA,,1564 1ST ST,Food Service,ABC License Data,HIGH
GESTALT WINE COMPANY,NAPA,Napa,CA,,707 TECHNOLOGY WAY,Food Service,ABC License Data,HIGH
GHOST OF AUTUMN WINE,NAPA,Napa,CA,,2260 FIRST ST,Food Service,ABC License Data,HIGH
GINA SCHOBER WINE MARKETING LLC,NAPA,Napa,CA,,2127 EVA ST,Food Service,ABC License Data,HIGH
GLASSMEN  LISH WINES,NAPA,Napa,CA,,703 OAKVILLE CROSS RD,Food Service,ABC License Data,HIGH
GLASSMEN WINES  LISH WINES,NAPA,Napa,CA,,1640 SAN VICENTE AVE,Food Service,ABC License Data,HIGH
GOLDEN STATE WINE & SPIRITS  LLC,NAPA,Napa,CA,,855 BORDEAUX WY,Food Service,ABC License Data,HIGH
GRACKLE WINE COMPANY,NAPA,Napa,CA,,1019 OAK ST,Food Service,ABC License Data,HIGH
GRAND NAPA WINERY,NAPA,Napa,CA,,8461 SAINT HELENA HWY,Food Service,ABC License Data,HIGH
GRASSI WINE COMPANY,NAPA,Napa,CA,,1213 COOMBS ST,Food Service,ABC License Data,HIGH
GREATER FOOL WINE,NAPA,Napa,CA,,3323 CRAIGIE CT,Food Service,ABC License Data,HIGH
GREER WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,HIGH
GRINDSTONE WINES LLC,NAPA,Napa,CA,,130 CAMINO DORADO,Food Service,ABC License Data,HIGH
GROTH VINEYARDS AND WINERY  LLC,NAPA,Napa,CA,,908 ENTERPRISE WY,Food Service,ABC License Data,HIGH
GUSTAVO WINE,NAPA,Napa,CA,,1021 MCKINSTRY ST,Food Service,ABC License Data,HIGH
HALBY MARKETING INC,NAPA,Napa,CA,,175 TOWER RD,Food Service,ABC License Data,HIGH
HALL WINERY,NAPA,Napa,CA,,605 1ST ST,Food Service,ABC License Data,HIGH
HALL WINES LLC,NAPA,Napa,CA,,1564 AIRPORT BLVD,Food Service,ABC License Data,HIGH
HAMILTON WINE COLLECTIVE,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,HIGH
HANDWRITTEN WINES  LLC,NAPA,Napa,CA,,25 ENTERPRISE CT,Food Service,ABC License Data,HIGH
HARBISON WINES,NAPA,Napa,CA,,7601 SILVERADO TRL,Food Service,ABC License Data,HIGH
HARPER'S CLUB,NAPA,Napa,CA,,2310 LAUREL ST,Food Service,ABC License Data,HIGH
HEITZ WINE CELLARS,NAPA,Napa,CA,,5445 SOLANO AVE,Food Service,ABC License Data,HIGH
HENDRICKSON FAMILY WINERY,NAPA,Napa,CA,,1300 4TH AVE,Food Service,ABC License Data,HIGH
HENDRY WINERY,NAPA,Napa,CA,,3104 REDWOOD RD,Food Service,ABC License Data,HIGH
HERENCIA WINE COMPANY,NAPA,Napa,CA,,880 VALLEJO ST,Food Service,ABC License Data,HIGH
HERSLY WINES,NAPA,Napa,CA,,4423 MORSE CT,Food Service,ABC License Data,HIGH
HESPERIAN WINES,NAPA,Napa,CA,,3189 ATLAS PEAK RD,Food Service,ABC License Data,HIGH
HESS COLLECTION WINERY THE,NAPA,Napa,CA,,4411 REDWOOD RD,Food Service,ABC License Data,HIGH
HIGHLANDS WINERY,NAPA,Napa,CA,,5225 SOLANO AVE,Food Service,ABC License Data,HIGH
HOBEL WINES,NAPA,Napa,CA,,1420 MILTON RD,Food Service,ABC License Data,HIGH
HOFFMANN FAMILY WINERY,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,HIGH
HOPE & GRACE WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,HIGH
HOSSFELD VINEYARDS WINE CO.,NAPA,Napa,CA,,2139 PENNY LANE,Food Service,ABC License Data,HIGH
HOUNDSTOOTH WINE,NAPA,Napa,CA,,1050 SUNSET RD,Food Service,ABC License Data,HIGH
HOUSLEY'S RANCH MARKET INC,NAPA,Napa,CA,,4215 SOLANO AVE,Food Service,ABC License Data,HIGH
HUB & SPOKE WINE CO,NAPA,Napa,CA,,4326 BIG RANCH RD,Food Service,ABC License Data,HIGH
HUDSON WINES,NAPA,Napa,CA,,5398 CARNEROS HWY,Food Service,ABC License Data,HIGH
I NAPA WINE,NAPA,Napa,CA,,4082 ATLAS PEAK RD,Food Service,ABC License Data,HIGH
IMMIX WINES / AMPLEUR CELLARS  LLC,NAPA,Napa,CA,,2447 MACLENNAN ST,Food Service,ABC License Data,HIGH
INNER CIRCLE WINE LLC,NAPA,Napa,CA,,537 MONTECITO BLVD,Food Service,ABC License Data,HIGH
INNOVATUS  WINEFORNIA,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,HIGH
INSPIRATION WINE COMPANY,NAPA,Napa,CA,,101 S COOMBS ST,Food Service,ABC License Data,HIGH
ITALICS WINEGROWERS,NAPA,Napa,CA,,40 RAPP LN,Food Service,ABC License Data,HIGH
J AND J WINERY INC,NAPA,Napa,CA,,576 GATEWAY DR,Food Service,ABC License Data,HIGH
J.A.C.K. WINES,NAPA,Napa,CA,,4310 ATLAS PEAK RD,Food Service,ABC License Data,HIGH
J3 WINE PARTNERS LLC,NAPA,Napa,CA,,5584 SILVERADO TRL,Food Service,ABC License Data,HIGH
JACK WINES,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,HIGH
JACKSON FAMILY WINES INC,NAPA,Napa,CA,,3875 MOUNT VEEDER RD,Food Service,ABC License Data,HIGH
JACKSON STREET WINE WAREHOUSE LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,HIGH
JACOB FRANKLIN WINES,NAPA,Napa,CA,,800 SCHOOL ST,Food Service,ABC License Data,HIGH
JAFFE FAMILY WINES,NAPA,Napa,CA,,1031 MCKINSTRY ST,Food Service,ABC License Data,HIGH
JAMES COLE WINERY,NAPA,Napa,CA,,5014 SILVERADO TRL,Food Service,ABC License Data,HIGH
JAVIER RENTERIA & FAMILY WINES,NAPA,Napa,CA,,63 LUKE DR,Food Service,ABC License Data,HIGH
JEFFERSON CAFE,NAPA,Napa,CA,,3070 JEFFERSON ST,Restaurant,ABC License Data,HIGH
JEFFERSON MARKET,NAPA,Napa,CA,,1704 JEFFERSON ST,Food Service,ABC License Data,HIGH
JH WINE CONSULTING,NAPA,Napa,CA,,962 KAISER RD,Food Service,ABC License Data,HIGH
JLN WINE COMPANY LLC,NAPA,Napa,CA,,20 BEECHWOOD CT,Food Service,ABC License Data,HIGH
JW THOMAS WINES,NAPA,Napa,CA,,2750 LAS AMIGAS RD,Food Service,ABC License Data,HIGH
K.R. III NAPA WINES LLC,NAPA,Napa,CA,,5225 SOLANO AVE,Food Service,ABC License Data,HIGH
KALE WINES,NAPA,Napa,CA,,78 SPRING ST,Food Service,ABC License Data,HIGH
KANPAI WINES,NAPA,Napa,CA,,3175 DRY CREEK RD,Food Service,ABC License Data,HIGH
KANPAI WINES LLC,NAPA,Napa,CA,,4120 DRY CREEK RD,Food Service,ABC License Data,HIGH
