Business Name,City,County,State,Phone,Address,Business Type,Source,Chain Status
VICE VERSA WINES,CALISTOGA,Napa,CA,,965 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
VINCENT ARROYO WINERY  INC.,CALISTOGA,Napa,CA,,2361 GREENWOOD AVE,Food Service,ABC License Data,INDEPENDENT
WEPPLER VINEYARDS & TEN KEY WINES,CALISTOGA,Napa,CA,,2970 FOOTHILL BLVD,Food Service,ABC License Data,INDEPENDENT
WINEXYZ  LLC,CALISTOGA,Napa,CA,,1471 1ST ST,Food Service,ABC License Data,INDEPENDENT
ZACHERLE WINES,CALISTOGA,Napa,CA,,1501 CEDAR ST,Food Service,ABC License Data,INDEPENDENT
Mountain Mikes Pizza - Calistoga,Calistoga,Napa,CA,,,Pizza Restaurant,Mountain Mikes Franchise,INDEPENDENT
INTENTUS FINE WINES LLC,DEER PARK,Napa,CA,,1120 DEER PARK RD,Food Service,ABC License Data,INDEPENDENT
THE SLUGGER WINE COMPANY,DEER PARK,Napa,CA,,899 SANITARIUM RD,Food Service,ABC License Data,INDEPENDENT
1 800 WINE SHOP,NAPA,Napa,CA,,2545 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
8687 FAMILY WINE COMPANY,NAPA,Napa,CA,,1201 DARMS LN,Food Service,ABC License Data,INDEPENDENT
90 PLUS WINE CLUB LLC,NAPA,Napa,CA,,121 CANYON DR,Food Service,ABC License Data,INDEPENDENT
A 1 FOOD STORE,NAPA,Napa,CA,,75 COOMBS ST,Food Service,ABC License Data,INDEPENDENT
A FAUSTINI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
ACCASBEL WINES,NAPA,Napa,CA,,2405 LAUREL ST,Food Service,ABC License Data,INDEPENDENT
ACCURSO WINES LLC,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,INDEPENDENT
ACRE WINES,NAPA,Napa,CA,,1031 MCKINSTRY ST,Food Service,ABC License Data,INDEPENDENT
ADDAX WINES,NAPA,Napa,CA,,1339 PEARL ST,Food Service,ABC License Data,INDEPENDENT
ADVANTAGE WINE GROUP INC,NAPA,Napa,CA,,1218 DAFFODIL DR,Food Service,ABC License Data,INDEPENDENT
AESTHETIC WINES LLC,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,INDEPENDENT
AFTERWORDS WINES,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,INDEPENDENT
ALEBRIJE WINES,NAPA,Napa,CA,,2494 TROWER AVE,Food Service,ABC License Data,INDEPENDENT
ALPAS WINERY,NAPA,Napa,CA,,2449 SHORELINE DR,Food Service,ABC License Data,INDEPENDENT
ALPHA OMEGA WINERY,NAPA,Napa,CA,,1239-1245 1ST ST,Food Service,ABC License Data,INDEPENDENT
ALTA WINES LLC,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
ALTAMURA WINERY,NAPA,Napa,CA,,1667 WOODEN VALLEY RD,Food Service,ABC License Data,INDEPENDENT
AMAMI SUSHI BISTRO,NAPA,Napa,CA,,1300 MAIN ST,Food Service,ABC License Data,INDEPENDENT
AMAZON RANCH WINERY,NAPA,Napa,CA,,3738 LINDA VISTA AVE,Food Service,ABC License Data,INDEPENDENT
AMLES WINES,NAPA,Napa,CA,,7633 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
AMMONS HORN WINES,NAPA,Napa,CA,,3010 CUTTINGS WHARF RD,Food Service,ABC License Data,INDEPENDENT
AMOR MATRIS WINERY,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
ANCIEN WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,INDEPENDENT
ANDERS-LANE ARTISAN WINES,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,INDEPENDENT
ANGELE RESTAURANT & BAR,NAPA,Napa,CA,,540 MAIN ST,Bar,ABC License Data,INDEPENDENT
ANGRY KIWI WINES CORPORATION,NAPA,Napa,CA,,1002 B TAMARISK DR,Food Service,ABC License Data,INDEPENDENT
ANTHEM WINERY & VINEYARDS  LLC,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
ANTHEM WINERY & VINEYARDS LLC,NAPA,Napa,CA,,3123 DRY CREEK RD,Food Service,ABC License Data,INDEPENDENT
AONAIR WINE,NAPA,Napa,CA,,201 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
APOSTLE WINE CO.,NAPA,Napa,CA,,4420 DUMAS ST,Food Service,ABC License Data,INDEPENDENT
ARATAS WINE,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,INDEPENDENT
ARBARETUM AT NAPA VALLEY DISTILLERY THE,NAPA,Napa,CA,,1149 1ST ST,Bar,ABC License Data,INDEPENDENT
ARCHIVAL WINE,NAPA,Napa,CA,,3331 KENSINGTON CIR,Food Service,ABC License Data,INDEPENDENT
ARDORE WINE,NAPA,Napa,CA,,2232 BIG RANCH RD,Food Service,ABC License Data,INDEPENDENT
ART + FARM WINE,NAPA,Napa,CA,,2185 SILVERADO TRAIL,Food Service,ABC License Data,INDEPENDENT
ARTESA VINEYARDS & WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,INDEPENDENT
ARTESA WINERY,NAPA,Napa,CA,,1345 HENRY RD,Food Service,ABC License Data,INDEPENDENT
ARTISAN WINES LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,INDEPENDENT
ASHES & DIAMONDS WINERY,NAPA,Napa,CA,,4130 HOWARD LN,Food Service,ABC License Data,INDEPENDENT
ATLAS PEAK WINE LAB,NAPA,Napa,CA,,2431 ATLAS PEAK RD,Food Service,ABC License Data,INDEPENDENT
ATLAS WINE COMPANY,NAPA,Napa,CA,,841 LATOUR CT,Food Service,ABC License Data,INDEPENDENT
AVA WINES  LLC,NAPA,Napa,CA,,109 VALLEY CLUB CIR,Food Service,ABC License Data,INDEPENDENT
AVINODOS WINES,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,INDEPENDENT
AXIOS WINES,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
AXIOS WINES INC,NAPA,Napa,CA,,221 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
AZTECA MARKET & TAQUERIA NAPA VALLEY INC,NAPA,Napa,CA,,2995 JEFFERSON ST,Food Service,ABC License Data,INDEPENDENT
AZUR WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,INDEPENDENT
B TRUE WINES,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
BACK ROOM WINES,NAPA,Napa,CA,,1546 1ST ST,Food Service,ABC License Data,INDEPENDENT
BACKSTAGE WINERY,NAPA,Napa,CA,,4162 BIG RANCH RD,Food Service,ABC License Data,INDEPENDENT
BAR LUCIA,NAPA,Napa,CA,,610 1ST ST,Bar,ABC License Data,INDEPENDENT
BARBOUR VINEYARD WINES,NAPA,Napa,CA,,104 CAMINO DORADO,Bar,ABC License Data,INDEPENDENT
BARNHOUSE NAPA BREWS,NAPA,Napa,CA,,1004 CLINTON ST,Bar,ABC License Data,INDEPENDENT
BARREL TEN QUARTER CIRCLE INC,NAPA,Napa,CA,,33 HARLOW CT,Bar,ABC License Data,INDEPENDENT
BAY WINE GROUP,NAPA,Napa,CA,,55 ENTERPRISE CT,Food Service,ABC License Data,INDEPENDENT
BELONG WINE CO,NAPA,Napa,CA,,101 S COOMBS ST,Food Service,ABC License Data,INDEPENDENT
BELONG WINE CO.,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
BENCHMARK WINE GROUP,NAPA,Napa,CA,,445 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
BENCHMARK WINE GROUP  INC,NAPA,Napa,CA,,1568 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
BIAGI FAMILY WINES,NAPA,Napa,CA,,787 AIRPARK RD,Food Service,ABC License Data,INDEPENDENT
BLACK STALLION WINERY,NAPA,Napa,CA,,4089 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
BLUE FROG WINERY,NAPA,Napa,CA,,901 ENTERPRISE WAY,Food Service,ABC License Data,INDEPENDENT
BOUNTY HUNTER RARE WINE & SPIRITS,NAPA,Napa,CA,,975 1ST ST,Food Service,ABC License Data,INDEPENDENT
BOWKER FAMILY WINE COMPANY LLC,NAPA,Napa,CA,,1507 BANKS AVE,Food Service,ABC License Data,INDEPENDENT
BRIAN EDWARD WINES,NAPA,Napa,CA,,264 SILVERADO SPRINGS DR,Food Service,ABC License Data,INDEPENDENT
BRIAN EDWARD WINES  LLC,NAPA,Napa,CA,,303 DEER HOLLOW DR,Food Service,ABC License Data,INDEPENDENT
BRILLIANT MISTAKE WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
BRONCO WINE COMPANY,NAPA,Napa,CA,,33 HARLOW CT,Food Service,ABC License Data,INDEPENDENT
BROOKMAN WINE CO,NAPA,Napa,CA,,7850 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
BROWNS VALLEY MARKET INC,NAPA,Napa,CA,,3263 BROWNS VALLEY RD,Food Service,ABC License Data,INDEPENDENT
BUCKINGHAM WINES LLC,NAPA,Napa,CA,,15 CHATEAU LN,Food Service,ABC License Data,INDEPENDENT
BUNTER SPRING WINERY,NAPA,Napa,CA,,1062 1ST AVE,Food Service,ABC License Data,INDEPENDENT
BUONCRISTIANI WINE CO LLC,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,INDEPENDENT
BUONCRISTIANI WINE CO.  LLC,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,INDEPENDENT
BUONCRISTIANI WINES,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,INDEPENDENT
BUSELLI FAMILY WINES,NAPA,Napa,CA,,7764 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
BYRON KOSUGE WINES,NAPA,Napa,CA,,1763 SYCAMORE ST,Food Service,ABC License Data,INDEPENDENT
CA' MOMI; CA' MOMI WINERY,NAPA,Napa,CA,,2125 CUTTINGS WHARF RD,Food Service,ABC License Data,INDEPENDENT
CADET WINE & BEER BAR,NAPA,Napa,CA,,928 - 932 FRANKLIN ST,Bar,ABC License Data,INDEPENDENT
CADLE FAMILY WINES,NAPA,Napa,CA,,1201 1ST ST,Food Service,ABC License Data,INDEPENDENT
CALMERE ESTATE WINERY,NAPA,Napa,CA,,2750 LAS AMIGAS RD,Food Service,ABC License Data,INDEPENDENT
CANNATELLI WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
CARNEROS WINE COMPANY,NAPA,Napa,CA,,1134 DEALY LN,Food Service,ABC License Data,INDEPENDENT
CASPAR WINE,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,INDEPENDENT
CASTLE BRIDGE WINES,NAPA,Napa,CA,,45 ENTERPRISE CT,Food Service,ABC License Data,INDEPENDENT
CATERWAUL WINES,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,INDEPENDENT
CHAIX WINES,NAPA,Napa,CA,,1204 MANLEY LN,Food Service,ABC License Data,INDEPENDENT
CHARDONNAY GOLF CLUB,NAPA,Napa,CA,,2555 JAMESON CANYON RD,Food Service,ABC License Data,INDEPENDENT
CHETUPHON,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,INDEPENDENT
CHIMNEY ROCK WINERY,NAPA,Napa,CA,,5350 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
CLIF FAMILY WINERY,NAPA,Napa,CA,,4326 BIG RANCH RD,Food Service,ABC License Data,INDEPENDENT
CLIF FAMILY WINERY AND FARM  LLC,NAPA,Napa,CA,,40 HARLOW CT,Food Service,ABC License Data,INDEPENDENT
COCKERELL FAMILY WINE ESTATES,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,INDEPENDENT
COHO WINES,NAPA,Napa,CA,,1470 SPROUL AVE,Food Service,ABC License Data,INDEPENDENT
COLLEGIATE WINES,NAPA,Napa,CA,,962 KAISER RD,Food Service,ABC License Data,INDEPENDENT
COMPLINE WINE SHOP,NAPA,Napa,CA,,1300 FIRST ST,Food Service,ABC License Data,INDEPENDENT
CONNOISSEUR WINE AND SPIRITS CALIFORNIA,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,INDEPENDENT
CONSECRATION WINE LLC,NAPA,Napa,CA,,849 JACKSON ST,Food Service,ABC License Data,INDEPENDENT
COQUEREL FAMILY WINE ESTATES,NAPA,Napa,CA,,2865 HILL TOP DR,Food Service,ABC License Data,INDEPENDENT
CORRELATION WINES,NAPA,Napa,CA,,708 1ST ST,Food Service,ABC License Data,INDEPENDENT
COVALENCE WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,INDEPENDENT
COVENANT WINES,NAPA,Napa,CA,,2511 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
CPX WINES,NAPA,Napa,CA,,1509 BANKS AVE,Food Service,ABC License Data,INDEPENDENT
CRISTIE KERR WINES,NAPA,Napa,CA,,1463 1ST ST,Food Service,ABC License Data,INDEPENDENT
CUMMINGS FAMILY WINES,NAPA,Napa,CA,,918 ENTERPRISE WAY,Food Service,ABC License Data,INDEPENDENT
CUVAISON WINERY,NAPA,Napa,CA,,1221 DUHIG RD,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 1804,NAPA,Napa,CA,,675 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
CVS PHARMACY STORE 9214,NAPA,Napa,CA,,1558 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
DA VE WINERY,NAPA,Napa,CA,,2515 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
DALECIO FAMILY WINES  LLC,NAPA,Napa,CA,,905 JEFFERSON ST,Food Service,ABC License Data,INDEPENDENT
DARIOUSH WINERY,NAPA,Napa,CA,,4240 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
DAVIN WINES,NAPA,Napa,CA,,1997 MOLINA ST,Food Service,ABC License Data,INDEPENDENT
DE RE WINES L.L.C.,NAPA,Napa,CA,,1177 EGGLESTON ST,Food Service,ABC License Data,INDEPENDENT
DEAN & DELUCA MARKETS LLC,NAPA,Napa,CA,,68 COOMBS ST,Food Service,ABC License Data,INDEPENDENT
DEARDEN WINES,NAPA,Napa,CA,,2258 LAS AMIGAS RD,Food Service,ABC License Data,INDEPENDENT
DELGADILLO WINE COMPANY,NAPA,Napa,CA,,2812 SACRAMENTO ST,Food Service,ABC License Data,INDEPENDENT
DESTINY FAMILY WINES,NAPA,Napa,CA,,3295 VICHY AVE,Food Service,ABC License Data,INDEPENDENT
DEUCES MARKET,NAPA,Napa,CA,,1300 1STST,Food Service,ABC License Data,INDEPENDENT
DJK WINE,NAPA,Napa,CA,,4266 E 3RD AVE,Food Service,ABC License Data,INDEPENDENT
DOI DA WINES,NAPA,Napa,CA,,1373 SODA CANYON RD,Food Service,ABC License Data,INDEPENDENT
DON PERICO RESTAURANT,NAPA,Napa,CA,,1300 1ST ST,Restaurant,ABC License Data,INDEPENDENT
DRM WINERY,NAPA,Napa,CA,,1758 INDUSTRIAL WY,Food Service,ABC License Data,INDEPENDENT
DRY FARM WINES,NAPA,Napa,CA,,3222 CALIFORNIA BLVD,Food Service,ABC License Data,INDEPENDENT
DVNO WINE,NAPA,Napa,CA,,1907 N KELLY RD,Food Service,ABC License Data,INDEPENDENT
EAGLE VINES GOLF CLUB,NAPA,Napa,CA,,580 S KELLY RD,Food Service,ABC License Data,INDEPENDENT
ECONOMY FOOD MARKET,NAPA,Napa,CA,,1100 IMOLA AVE,Food Service,ABC License Data,INDEPENDENT
EDGE WINES,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
EHRLICH WINE VENTURES  LLC,NAPA,Napa,CA,,7765 MONEY RD,Food Service,ABC License Data,INDEPENDENT
EIKOS RESTAURANT,NAPA,Napa,CA,,1385 NAPA TOWN CTR,Restaurant,ABC License Data,INDEPENDENT
EL GUADALAJARA RESTAURANT,NAPA,Napa,CA,,1520 SILVERADO TRL,Restaurant,ABC License Data,INDEPENDENT
ELEVEN ELEVEN WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
ELLMAN FAMILY WINERY,NAPA,Napa,CA,,1022 SODA CANYON RD,Food Service,ABC License Data,INDEPENDENT
ELYSE WINERY,NAPA,Napa,CA,,2100 HOFFMAN LN,Food Service,ABC License Data,INDEPENDENT
EMMAUS  EMMAUS WINE  EMMAUS WINES,NAPA,Napa,CA,,271 MONTE VISTA DR,Food Service,ABC License Data,INDEPENDENT
EMPATHY WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,INDEPENDENT
ENTERPRISE WINE COMPANY,NAPA,Napa,CA,,910 ENTERPRISE WAY,Food Service,ABC License Data,INDEPENDENT
EP WINE,NAPA,Napa,CA,,270 KREUZER LN,Food Service,ABC License Data,INDEPENDENT
ETUDE WINES,NAPA,Napa,CA,,1250 CUTTINGS WHARF RD,Food Service,ABC License Data,INDEPENDENT
ETXEA WINES,NAPA,Napa,CA,,1049 LA GRANDE AVE,Food Service,ABC License Data,INDEPENDENT
EUCLID WINES,NAPA,Napa,CA,,4217 GRAPE VINE DR,Food Service,ABC License Data,INDEPENDENT
EXCALIBUR WINE COMPANY,NAPA,Napa,CA,,5230 COUNTRY LN,Food Service,ABC License Data,INDEPENDENT
FAIRVIEW MARKET,NAPA,Napa,CA,,1017 COOMBSVILLE RD,Food Service,ABC License Data,INDEPENDENT
FALCOR WINE CELLARS,NAPA,Napa,CA,,2785 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
FAR MOUNTAIN WINERY,NAPA,Napa,CA,,1500 LOS CARNEROS AVE,Food Service,ABC License Data,INDEPENDENT
FARELLA PARK VINEYARDS/FARELLA WINERY/FARELLA ESTA,NAPA,Napa,CA,,2222 N 3RD AVE,Food Service,ABC License Data,INDEPENDENT
FARM COLLECTIVE WINERY,NAPA,Napa,CA,,394 & 396 DEVLIN RD,Food Service,ABC License Data,INDEPENDENT
FATHIA WINES,NAPA,Napa,CA,,39 EDGEFIELD CT,Food Service,ABC License Data,INDEPENDENT
FAVIA WINES,NAPA,Napa,CA,,620 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
FAYARD WINEMAKING,NAPA,Napa,CA,,190 CAMINO ORUGA,Food Service,ABC License Data,INDEPENDENT
FAYARD WINES,NAPA,Napa,CA,,1245 MAIN ST,Food Service,ABC License Data,INDEPENDENT
FAZERRATI'S PIZZA,NAPA,Napa,CA,,1517 W IMOLA AVE,Food Service,ABC License Data,INDEPENDENT
FE WINES,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,INDEPENDENT
FESS PARKER WINERY,NAPA,Napa,CA,,1227 1ST ST,Food Service,ABC License Data,INDEPENDENT
FILIPPIS PIZZA GROTTO,NAPA,Napa,CA,,645 1ST ST,Food Service,ABC License Data,INDEPENDENT
FINE DISREGARD WINE COMPANY,NAPA,Napa,CA,,41 LINNELL AVE,Food Service,ABC License Data,INDEPENDENT
FIRST & FRANKLIN MARKETPLACE,NAPA,Napa,CA,,1331 1ST ST,Food Service,ABC License Data,INDEPENDENT
FOG MONSTER WINES,NAPA,Napa,CA,,1827 CLAY ST,Food Service,ABC License Data,INDEPENDENT
FOLEY FAMILY WINES,NAPA,Napa,CA,,770 AIRPARK RD,Food Service,ABC License Data,INDEPENDENT
FOLIO FINE WINE PARTNERS,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,INDEPENDENT
FOLIO WINE COMPANY,NAPA,Napa,CA,,550 GATEWAY DR,Food Service,ABC License Data,INDEPENDENT
FOLIO WINE PARTNERS,NAPA,Napa,CA,,2731 & 2747 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
FONTANELLA FAMILY WINERY,NAPA,Napa,CA,,1721 PARTRICK RD,Food Service,ABC License Data,INDEPENDENT
FOOD CITY MARKET,NAPA,Napa,CA,,1807 OLD SONOMA RD,Food Service,ABC License Data,INDEPENDENT
FORGE PIZZA NAPA,NAPA,Napa,CA,,155 GASSER DR,Food Service,ABC License Data,INDEPENDENT
FORGOTTEN UNION WINES,NAPA,Napa,CA,,2287 KATHLEEN DR,Food Service,ABC License Data,INDEPENDENT
FORTHRIGHT WINERY,NAPA,Napa,CA,,144 GATEWAY RD E,Food Service,ABC License Data,INDEPENDENT
FORTUNATI WINERY,NAPA,Napa,CA,,980 SALVADOR AVE,Food Service,ABC License Data,INDEPENDENT
FOUR DOORS WINE,NAPA,Napa,CA,,5584 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
FREE FLOW WINES,NAPA,Napa,CA,,2557 NAPA VALLEY CORPORATE DR,Food Service,ABC License Data,INDEPENDENT
FREEDOM ESTATE WINE,NAPA,Napa,CA,,707 MONTECITO BLVD,Food Service,ABC License Data,INDEPENDENT
FRIDAS MEXICAN GRILL,NAPA,Napa,CA,,1533 TRANCAS ST,Mexican Restaurant,ABC License Data,INDEPENDENT
FUENTES WINE COMPANY,NAPA,Napa,CA,,400 UNDERHILL DR,Food Service,ABC License Data,INDEPENDENT
FULCRUM WINES,NAPA,Napa,CA,,110-122 CAMINO ORUGA,Food Service,ABC License Data,INDEPENDENT
FUME BISTRO & BAR,NAPA,Napa,CA,,4050 BYWAY E,Bar,ABC License Data,INDEPENDENT
G & G PRIVATE RESERVE WINES,NAPA,Napa,CA,,1341 ORCHARD AVE,Food Service,ABC License Data,INDEPENDENT
GADERIAN WINES,NAPA,Napa,CA,,1041 LAUREL ST,Food Service,ABC License Data,INDEPENDENT
GALLEGOS WINES/GALLEGOS FAMILY WINES/GALLEGOS FAMI,NAPA,Napa,CA,,3628 SHELTER CREEK DR,Food Service,ABC License Data,INDEPENDENT
GALLICA WINE,NAPA,Napa,CA,,5215 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
GEN 7 WINES,NAPA,Napa,CA,,850 BORDEAUX WAY,Food Service,ABC License Data,INDEPENDENT
GENOVA DELICATESSEN,NAPA,Napa,CA,,1550 TRANCAS ST,Food Service,ABC License Data,INDEPENDENT
GENTLEMAN FARMER WINES,NAPA,Napa,CA,,1564 1ST ST,Food Service,ABC License Data,INDEPENDENT
GESTALT WINE COMPANY,NAPA,Napa,CA,,707 TECHNOLOGY WAY,Food Service,ABC License Data,INDEPENDENT
GHOST OF AUTUMN WINE,NAPA,Napa,CA,,2260 FIRST ST,Food Service,ABC License Data,INDEPENDENT
GINA SCHOBER WINE MARKETING LLC,NAPA,Napa,CA,,2127 EVA ST,Food Service,ABC License Data,INDEPENDENT
GLASSMEN  LISH WINES,NAPA,Napa,CA,,703 OAKVILLE CROSS RD,Food Service,ABC License Data,INDEPENDENT
GLASSMEN WINES  LISH WINES,NAPA,Napa,CA,,1640 SAN VICENTE AVE,Food Service,ABC License Data,INDEPENDENT
GOLDEN STATE WINE & SPIRITS  LLC,NAPA,Napa,CA,,855 BORDEAUX WY,Food Service,ABC License Data,INDEPENDENT
GRACKLE WINE COMPANY,NAPA,Napa,CA,,1019 OAK ST,Food Service,ABC License Data,INDEPENDENT
GRAND NAPA WINERY,NAPA,Napa,CA,,8461 SAINT HELENA HWY,Food Service,ABC License Data,INDEPENDENT
GRASSI WINE COMPANY,NAPA,Napa,CA,,1213 COOMBS ST,Food Service,ABC License Data,INDEPENDENT
GREATER FOOL WINE,NAPA,Napa,CA,,3323 CRAIGIE CT,Food Service,ABC License Data,INDEPENDENT
GREER WINE,NAPA,Napa,CA,,831 LATOUR CT,Food Service,ABC License Data,INDEPENDENT
GRINDSTONE WINES LLC,NAPA,Napa,CA,,130 CAMINO DORADO,Food Service,ABC License Data,INDEPENDENT
GROTH VINEYARDS AND WINERY  LLC,NAPA,Napa,CA,,908 ENTERPRISE WY,Food Service,ABC License Data,INDEPENDENT
GUSTAVO WINE,NAPA,Napa,CA,,1021 MCKINSTRY ST,Food Service,ABC License Data,INDEPENDENT
HALBY MARKETING INC,NAPA,Napa,CA,,175 TOWER RD,Food Service,ABC License Data,INDEPENDENT
HALL WINERY,NAPA,Napa,CA,,605 1ST ST,Food Service,ABC License Data,INDEPENDENT
HALL WINES LLC,NAPA,Napa,CA,,1564 AIRPORT BLVD,Food Service,ABC License Data,INDEPENDENT
HAMILTON WINE COLLECTIVE,NAPA,Napa,CA,,4500 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
HANDWRITTEN WINES  LLC,NAPA,Napa,CA,,25 ENTERPRISE CT,Food Service,ABC License Data,INDEPENDENT
HARBISON WINES,NAPA,Napa,CA,,7601 SILVERADO TRL,Food Service,ABC License Data,INDEPENDENT
HARPER'S CLUB,NAPA,Napa,CA,,2310 LAUREL ST,Food Service,ABC License Data,INDEPENDENT
HEITZ WINE CELLARS,NAPA,Napa,CA,,5445 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
HENDRICKSON FAMILY WINERY,NAPA,Napa,CA,,1300 4TH AVE,Food Service,ABC License Data,INDEPENDENT
HENDRY WINERY,NAPA,Napa,CA,,3104 REDWOOD RD,Food Service,ABC License Data,INDEPENDENT
HERENCIA WINE COMPANY,NAPA,Napa,CA,,880 VALLEJO ST,Food Service,ABC License Data,INDEPENDENT
HERSLY WINES,NAPA,Napa,CA,,4423 MORSE CT,Food Service,ABC License Data,INDEPENDENT
HESPERIAN WINES,NAPA,Napa,CA,,3189 ATLAS PEAK RD,Food Service,ABC License Data,INDEPENDENT
HESS COLLECTION WINERY THE,NAPA,Napa,CA,,4411 REDWOOD RD,Food Service,ABC License Data,INDEPENDENT
HIGHLANDS WINERY,NAPA,Napa,CA,,5225 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
HOBEL WINES,NAPA,Napa,CA,,1420 MILTON RD,Food Service,ABC License Data,INDEPENDENT
HOFFMANN FAMILY WINERY,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,INDEPENDENT
HOPE & GRACE WINES,NAPA,Napa,CA,,5055 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
HOSSFELD VINEYARDS WINE CO.,NAPA,Napa,CA,,2139 PENNY LANE,Food Service,ABC License Data,INDEPENDENT
HOUNDSTOOTH WINE,NAPA,Napa,CA,,1050 SUNSET RD,Food Service,ABC License Data,INDEPENDENT
HOUSLEY'S RANCH MARKET INC,NAPA,Napa,CA,,4215 SOLANO AVE,Food Service,ABC License Data,INDEPENDENT
HUB & SPOKE WINE CO,NAPA,Napa,CA,,4326 BIG RANCH RD,Food Service,ABC License Data,INDEPENDENT
HUDSON WINES,NAPA,Napa,CA,,5398 CARNEROS HWY,Food Service,ABC License Data,INDEPENDENT
I NAPA WINE,NAPA,Napa,CA,,4082 ATLAS PEAK RD,Food Service,ABC License Data,INDEPENDENT
IMMIX WINES / AMPLEUR CELLARS  LLC,NAPA,Napa,CA,,2447 MACLENNAN ST,Food Service,ABC License Data,INDEPENDENT
INNER CIRCLE WINE LLC,NAPA,Napa,CA,,537 MONTECITO BLVD,Food Service,ABC License Data,INDEPENDENT
INNOVATUS  WINEFORNIA,NAPA,Napa,CA,,2275 SODA CANYON RD,Food Service,ABC License Data,INDEPENDENT
