name,dba,primary,city,county,state,zip,address,license_type,license_num,expiry
ALOFT WINES & DARK MATTER WINES,ALOFT WINES & DARK MATTER WINES,MONDAVI SISTERS COLLECTION LLC,ANGWIN,Napa,CA,94508,383 LAS POSADAS,02,00577508,30-JUN-2027
BARTLETT FAMILY VINEYARDS,BARTLETT FAMILY VINEYARDS,BARTLETT FAMILY VINEYARDS LLC,ANGWIN,Napa,CA,94508-9624,555 WHITE COTTAGE RD S,17,00663598,30-NOV-2026
BARTLETT FAMILY VINEYARDS,BARTLETT FAMILY VINEYARDS,BARTLETT FAMILY VINEYARDS LLC,ANGWIN,Napa,CA,94508-9624,555 WHITE COTTAGE RD S,20,00663598,30-NOV-2026
BLACK SEARS ESTATE WINES  LLC,,BLACK SEARS ESTATE WINES  LLC,ANGWIN,Napa,CA,94508-9788,2610 SUMMIT LAKE DRIVE,02,00562761,30-JUN-2027
BLACK SEARS ESTATE WINES  LLC,,BLACK SEARS ESTATE WINES  LLC,ANGWIN,Napa,CA,94508-9778,2075 SUMMIT LAKE DR,02,00577145,30-JUN-2027
BLACK SEARS ESTATE WINES  LLC,,BLACK SEARS ESTATE WINES  LLC,ANGWIN,Napa,CA,94508-9788,2625 SUMMIT LAKE DRIVE,02,00562770,30-JUN-2027
CADE WINERY,CADE WINERY,VILLA ENCINAL PARTNERS  L.P.,ANGWIN,Napa,CA,94508,360 HOWELL MOUNTAIN RD,02,00456923,
CADE WINERY,CADE WINERY,VILLA ENCINAL PARTNERS  L.P.,ANGWIN,Napa,CA,94508,360 HOWELL MOUNTAIN RD,02,00456923,30-JUN-2027
FLATLEY WINES,FLATLEY WINES,BESTSOCALWINE LLC,ANGWIN,Napa,CA,94508-9606,335 WEST LN,02,00646018,30-JUN-2027
HAYFORK WINE COMPANY,HAYFORK WINE COMPANY,HAYFORK WINE COMPANY LLC,ANGWIN,Napa,CA,94508-9782,2255 SUMMIT LAKE DR,02,00636063,30-JUN-2027
HOSSFELD VINEYARDS WINE CO.,HOSSFELD VINEYARDS WINE CO.,HOSSFELD VINEYARDS WINE CO. LLC,ANGWIN,Napa,CA,94508-9606,335 WEST LN,02,00631314,30-JUN-2027
JACKSON FAMILY WINES INC,,JACKSON FAMILY WINES INC,ANGWIN,Napa,CA,94508,1102 LAS POSADAS RD,02,00468577,30-JUN-2027
JENNAMARISE WINES,JENNAMARISE WINES,JENNAMARISE WINES LLC,ANGWIN,Napa,CA,94508-9774,1300 SUMMIT LAKE DR,02,00616659,30-JUN-2027
MAXEM WINES,MAXEM WINES,MAXEM WINES LLC,ANGWIN,Napa,CA,94508-9606,335 WEST LN,02,00572680,30-JUN-2027
MONTESQUIEU WINERY,MONTESQUIEU WINERY,W G BEST WEINKELLEREI INC,ANGWIN,Napa,CA,94508-9606,335 WEST LN,02,00482770,
MOONE TSAI WINES,MOONE TSAI WINES,MLPC HOLDINGS LLC,ANGWIN,Napa,CA,94508,1425 LAS POSADAS RD,02,00571354,30-JUN-2026
OSHAUGHNESSY ESTATE WINERY,OSHAUGHNESSY ESTATE WINERY,OSHAUGHNESSY DEL OSO LLC,ANGWIN,Napa,CA,94508,1150 FRIESEN DR,02,00381784,30-JUN-2027
OUTPOST WINES,OUTPOST WINES,TOURELLE  LLC,ANGWIN,Napa,CA,94508-9778,2075 SUMMIT LAKE DR,02,00601161,30-JUN-2027
PARAVEL WINES,PARAVEL WINES,JONES  JONATHAN MICHAEL,ANGWIN,Napa,CA,94508-9660,994 WHITE COTTAGE RD N,02,00611759,30-JUN-2027
PARAVEL WINES,PARAVEL WINES,JONES  JONATHAN MICHAEL,ANGWIN,Napa,CA,94508-9774,1325 SUMMIT LAKE DR,02,00565556,30-JUN-2027
PEACE WATER WINERY,PEACE WATER WINERY,PEACE WATER WINERY  LLC,ANGWIN,Napa,CA,94508-9778,2000 SUMMIT LAKE DR,02,00622823,30-JUN-2027
RED THREAD WINE COMAPANY,RED THREAD WINE COMAPANY,RED THREAD WINE COMPANY  LLC,ANGWIN,Napa,CA,94508-9778,2000 SUMMIT LAKE DR,02,00534628,30-JUN-2027
ROBERT CRAIG WINERY,ROBERT CRAIG WINERY,ROBERT CRAIG WINERY  LP,ANGWIN,Napa,CA,94508-9782,2475 SUMMIT LAKE DR,02,00380047,
ROBERT CRAIG WINERY,ROBERT CRAIG WINERY,ROBERT CRAIG WINERY  LP,ANGWIN,Napa,CA,94508-9782,2475 SUMMIT LAKE DR,02,00380047,30-JUN-2026
SELAH WINES,SELAH WINES,BLANTON FAMILY VINEYARDS  LLC,ANGWIN,Napa,CA,94508-9778,2075 SUMMIT LAKE DR,02,00591184,30-JUN-2026
SOUNDS  SOUNDS WINE,SOUNDS  SOUNDS WINE,J & L WINE CO. LLC,ANGWIN,Napa,CA,94508-9610,1181 LAS POSADAS RD,02,00668310,30-JUN-2027
STELLAREESE WINES,STELLAREESE WINES,DAVIES  RACHEL STELLAREESE,ANGWIN,Napa,CA,94508-9731,480 BAY ST,17,00482510,30-SEP-2026
STELLAREESE WINES,STELLAREESE WINES,DAVIES  RACHEL STELLAREESE,ANGWIN,Napa,CA,94508-9731,480 BAY ST,20,00482510,30-SEP-2026
SUMMIT LAKE VINEYARDS & WINERY,SUMMIT LAKE VINEYARDS & WINERY,SUMMIT LAKE VINEYARDS & WINERY LLC,ANGWIN,Napa,CA,94508-9778,2000 SUMMIT LAKE DR,02,00436506,30-JUN-2027
THREE FURIES WINES,THREE FURIES WINES,ANGRY KIWI WINES CORPORATION,ANGWIN,Napa,CA,94508-9693,716 LIPARITA AVE,02,00646959,30-JUN-2026
TRUJILLO WINES,TRUJILLO WINES,TRUJILLO WINES  LLC,ANGWIN,Napa,CA,94508-9699,1250 LAS POSADOS RD,02,00539438,30-JUN-2026
VIDA VALIENTE WINERY,VIDA VALIENTE WINERY,VIDA VALIENTE WINERY  LLC,ANGWIN,Napa,CA,94508-9606,335 WEST LN,02,00624432,30-JUN-2027
1510 LIQUOR LLC,,1510 LIQUOR LLC,CALISTOGA,Napa,CA,94515-9669,1510 DIAMOND MOUNTAIN RD,02,00575321,
1510 LIQUOR LLC,,1510 LIQUOR LLC,CALISTOGA,Napa,CA,94515-9669,1510 DIAMOND MOUNTAIN RD,02,00575321,30-JUN-2027
1520 LIQUOR LLC,,1520 LIQUOR LLC,CALISTOGA,Napa,CA,94515-9669,1520 DIAMOND MOUNTAIN RD,02,00565435,
1520 LIQUOR LLC,,1520 LIQUOR LLC,CALISTOGA,Napa,CA,94515-9669,1520 DIAMOND MOUNTAIN RD,02,00565435,30-JUN-2027
AUBERT WINES,AUBERT WINES,AUBERT WINEGROWING INCORPORATED,CALISTOGA,Napa,CA,94515-1801,333 SILVERADO TRL,02,00511515,30-JUN-2027
AUGUST BRIGGS WINERY,AUGUST BRIGGS WINERY,AUGUST BRIGGS JR. INC.,CALISTOGA,Napa,CA,94515-1701,1307 LINCOLN AVE,02,00511795,30-JUN-2026
AUGUST BRIGGS WINERY,AUGUST BRIGGS WINERY,AUGUST BRIGGS JR. INC.,CALISTOGA,Napa,CA,94515-1701,1307 LINCOLN AVE,02,00511795,
BARLOW VINEYARDS,BARLOW VINEYARDS,BARLOW VINEYARDS LLC,CALISTOGA,Napa,CA,94515-9646,4411 SILVERADO TRL,02,00356401,
BARLOW VINEYARDS,BARLOW VINEYARDS,BARLOW VINEYARDS LLC,CALISTOGA,Napa,CA,94515-1701,1371 LINCOLN AVE,02,00510658,
BARLOW VINEYARDS,BARLOW VINEYARDS,BARLOW VINEYARDS LLC,CALISTOGA,Napa,CA,94515-9646,4411 SILVERADO TRL,02,00356401,30-JUN-2026
BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,09,00671623,30-SEP-2026
BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,17,00671623,30-SEP-2026
BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,BATISTA WINE IMPORTS LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,20,00671623,30-SEP-2026
BENNETT LANE WINERY,BENNETT LANE WINERY,BENNETT LANE WINERY LLC,CALISTOGA,Napa,CA,94515,3340 STATE HIGHWAY 128,02,00401565,30-JUN-2027
BETA-WINES,BETA-WINES,BETA-WINES  L.L.C.,CALISTOGA,Napa,CA,94515-9690,1999 DIAMOND MOUNTAIN RD,20,00609797,31-JAN-2027
BETA-WINES,BETA-WINES,BETA-WINES  L.L.C.,CALISTOGA,Napa,CA,94515-9690,1999 DIAMOND MOUNTAIN RD,17,00609797,31-JAN-2027
BOATIQUE WINERY  LLC,,BOATIQUE WINERY  LLC,CALISTOGA,Napa,CA,94515-1128,965 SILVERADO TRL,02,00658322,30-JUN-2026
BOATIQUE WINERY  LLC,,BOATIQUE WINERY  LLC,CALISTOGA,Napa,CA,94515-1126,865 SILVERADO TRL,02,00658288,30-JUN-2026
BURE FAMILY WINES,BURE FAMILY WINES,BURE FAMILY WINES  INC.,CALISTOGA,Napa,CA,94515-1053,1171 TUBBS LN,02,00656015,30-JUN-2027
BUSTERS SOUTHERN BARBECUE,BUSTERS SOUTHERN BARBECUE,CAMILLE 2000 INCORPORATED,CALISTOGA,Napa,CA,94515-1715,1207 FOOTHILL BLVD,41,00410986,31-AUG-2026
C BECK WINERY/TIN MAN WINES,C BECK WINERY/TIN MAN WINES,C BECK LLC,CALISTOGA,Napa,CA,94515-1211,2424 JANIS WY,02,00414945,
CALISTOGA INN RESTAURANT & BREWERY,CALISTOGA INN RESTAURANT & BREWERY,NAPA VALLEY BREWING COMPANY INC,CALISTOGA,Napa,CA,94515-1741,1250 LINCOLN AVE,23,00630896,30-NOV-2026
CALISTOGA INN RESTAURANT & BREWERY,CALISTOGA INN RESTAURANT & BREWERY,NAPA VALLEY BREWING COMPANY INC,CALISTOGA,Napa,CA,94515-1741,1250 LINCOLN AVE,47,00630896,30-NOV-2026
CALISTOGA INN RESTAURANT & BREWERY,CALISTOGA INN RESTAURANT & BREWERY,NAPA VALLEY BREWING COMPANY INC,CALISTOGA,Napa,CA,94515-1741,1250 LINCOLN AVE,47,00630896,30-NOV-2026
CALISTOGA LIQUOR,CALISTOGA LIQUOR,I S  GASMART INC.,CALISTOGA,Napa,CA,94515-1054,1102 TUBBS LN,21,00633738,31-DEC-2026
CALISTOGA ORTHODOX WINES INC,CALISTOGA ORTHODOX WINES INC,CALISTOGA ORTHODOX WINES  INC.,CALISTOGA,Napa,CA,94515-1501,1507 WASHINGTON ST,02,00657837,30-JUN-2027
CALISTOGA THAI KITCHEN,CALISTOGA THAI KITCHEN,NUCHBUNTHOENG  CHALERM,CALISTOGA,Napa,CA,94515-1701,1359 LINCOLN AVE,41,00531713,31-MAY-2027
CALISTOGA WINE WAY INN,CALISTOGA WINE WAY INN,KITE  GILLIAN MARIA,CALISTOGA,Napa,CA,94515-1711,1019 FOOTHILL BLVD,67,00510070,31-DEC-2026
CASA DOMINGUEZ WINES,CASA DOMINGUEZ WINES,CASA DOMINGUEZ WINES LLC,CALISTOGA,Napa,CA,94515-9728,3070 OLD LAWLEY TOLL RD,02,00657033,30-JUN-2026
CLOS PEGASE WINERY,CLOS PEGASE WINERY,VINTAGE WINE ESTATES  INC.,CALISTOGA,Napa,CA,94515-9798,1060 DUNAWEAL LN,02,00537344,
CLOS PEGASE WINERY,CLOS PEGASE WINERY,VINTAGE WINE ESTATES  INC.,CALISTOGA,Napa,CA,94515-9798,1060 DUNAWEAL LN,02,00537344,
CLOS PEGASE WINERY,CLOS PEGASE WINERY,ADAIR CLOS PEGASE  LLC,CALISTOGA,Napa,CA,94515-9798,1060 DUNAWEAL LN,02,00665034,30-JUN-2027
CRESTA VELIA WINES,CRESTA VELIA WINES,GIANNINI WINES LLC,CALISTOGA,Napa,CA,94515-1403,1413 EARL ST,17,00519350,31-MAR-2027
CRESTA VELIA WINES,CRESTA VELIA WINES,GIANNINI WINES LLC,CALISTOGA,Napa,CA,94515-1403,1413 EARL ST,20,00519350,31-MAR-2027
DEUTSCH FAMILY WINE & SPIRITS,DEUTSCH FAMILY WINE & SPIRITS,W J DEUTSCH & SONS LTD,CALISTOGA,Napa,CA,94515-9799,1077 DUNAWEAL LN,02,00602766,30-JUN-2027
DIAMOND MOUNTAIN WINERY,DIAMOND MOUNTAIN WINERY,DIAMOND MOUNTAIN WINERY LLC,CALISTOGA,Napa,CA,94515,2121 DIAMOND MOUNTAIN RD,02,00583761,30-JUN-2026
DOI DA WINES,DOI DA WINES,RED BOAT GLOBAL LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,02,00656717,30-JUN-2027
DOI DA WINES,DOI DA WINES,RED BOAT GLOBAL LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,81,00656717,30-JUN-2027
ELUSA WINERY,ELUSA WINERY,GRATEFUL RED  LLC,CALISTOGA,Napa,CA,94515-1809,400 SILVERADO TRL,02,00639684,30-JUN-2027
ENCROACHMENT WINES LLC,ENCROACHMENT WINES LLC,ENCROACHMENT WINES  LLC,CALISTOGA,Napa,CA,94515-9796,4708 SILVERADO TRAIL,02,00590574,30-JUN-2027
ENVY WINES,ENVY WINES,ENVY WINES LLC,CALISTOGA,Napa,CA,94515-1054,1170 TUBBS LN,02,00448612,30-JUN-2027
FAST GAS & MINI MART 2,FAST GAS & MINI MART 2,BHIMANI  SHAFIQUE ALI,CALISTOGA,Napa,CA,94515-1724,1108 LINCOLN AVE,20,00447028,30-NOV-2026
FIVE SENSES NAPA VALLEY - MODERN JAPANESE,FIVE SENSES NAPA VALLEY - MODERN JAPANESE,FIVE SENSES NAPA LLC,CALISTOGA,Napa,CA,94515-1747,1227 LINCOLN AVE,41,00674526,31-MAY-2027
FORTUNATE SON WINES,FORTUNATE SON WINES,FORTUNATE SON WINES  LLC,CALISTOGA,Napa,CA,94515-9651,3718 ST HELENA HWY N,02,00661196,
FORTUNATE SON WINES,FORTUNATE SON WINES,FORTUNATE SON WINES  LLC,CALISTOGA,Napa,CA,94515-1126,865 SILVERADO TRL,02,00649118,30-JUN-2026
FORTUNATE SON WINES,FORTUNATE SON WINES,FORTUNATE SON WINES  LLC,CALISTOGA,Napa,CA,94515-9651,3718 ST HELENA HWY N,02,00661196,30-JUN-2027
FTM WINE COMPANY LLC,FTM WINE COMPANY LLC,FTM WINE COMPANY  LLC,CALISTOGA,Napa,CA,94515-9603,4300 SILVERADO TRL,02,00654555,30-JUN-2027
FULTON FAMILY WINERY,FULTON FAMILY WINERY,FULTON FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9795,263 PETRIFIED FOREST RD,02,00462745,30-JUN-2027
GARNET CREEK WINERY,GARNET CREEK WINERY,GARNET CREEK WINERY  LLC,CALISTOGA,Napa,CA,94515-1030,2280 GREENWOOD AVE,02,00649796,30-JUN-2027
GIRARD WINERY,GIRARD WINERY,ADAIR GIRARD  LLC,CALISTOGA,Napa,CA,94515-9799,1077 DUNAWEAL LN,02,00665046,30-JUN-2027
GLOBAL WINE,GLOBAL WINE,GLOBAL WINE ADVISORS LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,20,00534791,31-DEC-2026
GLOBAL WINE,GLOBAL WINE,GLOBAL WINE ADVISORS LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,17,00534791,31-DEC-2026
GLOBAL WINE,GLOBAL WINE,GLOBAL WINE ADVISORS LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,18,00534791,31-MAR-2027
GLOBAL WINE,GLOBAL WINE,GLOBAL WINE ADVISORS LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,09,00534791,31-DEC-2026
GLOBAL WINE,GLOBAL WINE,GLOBAL WINE ADVISORS LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,12,00534791,31-MAR-2027
GLORIOUS REVOLUTION WINE,GLORIOUS REVOLUTION WINE,GLORIOUS REVOLUTION WINE  INC.,CALISTOGA,Napa,CA,94515-9628,4199 HEITZ WAY,02,00626172,30-JUN-2027
GRIEVE FAMILY WINES,GRIEVE FAMILY WINES,LOVALL VALLEY WINERY  LLC,CALISTOGA,Napa,CA,94515-1126,865 SILVERADO TRL,02,00645982,30-JUN-2027
GRIEVE FAMILY WINES,GRIEVE FAMILY WINES,LOVALL VALLEY WINERY  LLC,CALISTOGA,Napa,CA,94515-1128,965 SILVERADO TRL,02,00644664,30-JUN-2027
GROW WINES,GROW WINES,BJORKMAN  LARS RICHARD,CALISTOGA,Napa,CA,94515-1327,1599 LAKE ST,17,00486982,31-MAR-2027
GROW WINES,GROW WINES,BJORKMAN  LARS RICHARD,CALISTOGA,Napa,CA,94515-1327,1599 LAKE ST,20,00486982,31-MAR-2027
HELENA VIEW JOHNSTON VINEYARDS WINERY,HELENA VIEW JOHNSTON VINEYARDS WINERY,JOHNSTON  CHARLES L,CALISTOGA,Napa,CA,94515,3500 STATE HIGHWAY 128,02,00275746,30-JUN-2026
HINDSIGHT WINES  HINDSIGHT VINEYARDS,HINDSIGHT WINES  HINDSIGHT VINEYARDS,ECLIPSE ASSETS  LLC,CALISTOGA,Napa,CA,94515-1010,2383 MORA AVE,17,00526820,31-JUL-2027
HINDSIGHT WINES  HINDSIGHT VINEYARDS,HINDSIGHT WINES  HINDSIGHT VINEYARDS,ECLIPSE ASSETS  LLC,CALISTOGA,Napa,CA,94515-1010,2383 MORA AVE,20,00526820,31-JUL-2027
HINDSIGHTS WINES,HINDSIGHTS WINES,ECLIPSE ASSETS  LLC,CALISTOGA,Napa,CA,94515-1010,2383 MORA AVE,02,00639294,30-JUN-2027
HINDSIGHTS WINES,HINDSIGHTS WINES,ECLIPSE ASSETS  LLC,CALISTOGA,Napa,CA,94515-1724,1124 LINCOLN AVE,02,00639290,30-JUN-2026
HOBEL WINES,HOBEL WINES,HOBEL WINES  LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,02,00540012,
HONOR WINERY,HONOR WINERY,DAILY CELLARS  LLC,CALISTOGA,Napa,CA,94515-9647,4550 SILVERADO TRL,02,00566184,30-JUN-2027
HOURGLASS WINE COMPANY,HOURGLASS WINE COMPANY,HOURGLASS WINE COMPANY INC,CALISTOGA,Napa,CA,94515,701 LOMMEL RD,02,00470221,30-JUN-2026
HYDRO GRILL,HYDRO GRILL,ENOTROPE INC,CALISTOGA,Napa,CA,94515-1417,1403 LINCOLN AVE,47,00455258,31-JUL-2026
INIZI WINES,INIZI WINES,TWO WORLDS WINE COMPANY  LLC,CALISTOGA,Napa,CA,94515-1165,1703 MAGGIE AVE,17,00632925,30-JUN-2027
INIZI WINES,INIZI WINES,TWO WORLDS WINE COMPANY  LLC,CALISTOGA,Napa,CA,94515-1165,1703 MAGGIE AVE,20,00632925,30-JUN-2027
INIZI WINES,INIZI WINES,TWO WORLDS WINE COMPANY  LLC,CALISTOGA,Napa,CA,94515-1165,1703 MAGGIE AVE,02,00632925,30-JUN-2027
JOSEPH CELLARS WINERY,JOSEPH CELLARS WINERY,J CELLARS INVESTMENTS LLC,CALISTOGA,Napa,CA,94515-9633,4455 SAINT HELENA HWY,02,00566987,30-JUN-2027
JOSEPH CELLARS WINERY,JOSEPH CELLARS WINERY,J CELLARS INVESTMENTS LLC,CALISTOGA,Napa,CA,94515-9633,4455 SAINT HELENA HWY,03,00566987,30-NOV-2026
JOSEPH CELLARS WINERY,JOSEPH CELLARS WINERY,J CELLARS INVESTMENTS LLC,CALISTOGA,Napa,CA,94515-9633,4455 SAINT HELENA HWY,06,00566987,30-NOV-2026
K.R. III NAPA WINES LLC,K.R. III NAPA WINES LLC,K.R. III NAPA WINES LLC,CALISTOGA,Napa,CA,94515,3887 SILVERADO TRL N,02,00605816,30-JUN-2026
KAISER FAMILY WINERY  INC,KAISER FAMILY WINERY  INC,KAISER FAMILY WINERY  INC.,CALISTOGA,Napa,CA,94515-1030,2280 GREENWOOD AVE,02,00551977,30-JUN-2026
KALM CELLARS @ CALISTOGA FARMERS MARKET,KALM CELLARS @ CALISTOGA FARMERS MARKET,STRAUSS FAMILY WINES LLC,CALISTOGA,Napa,CA,94515-1441,1311 WASHINGTON ST,79,00671509,30-JUN-2026
KENEFICK RANCH WINERY,KENEFICK RANCH WINERY,KENEFICK RANCHES WINERY LLC,CALISTOGA,Napa,CA,94515-1805,2200 PICKETT RD,02,00421828,
KENEFICK RANCHES WINERY,KENEFICK RANCHES WINERY,KENEFICK RANCHES WINERY LLC,CALISTOGA,Napa,CA,94515-9647,4550 SILVERADO TRL,02,00484403,
KEYES WINE  LLC,,KEYES WINE  LLC,CALISTOGA,Napa,CA,94515-1054,1170 TUBBS LN,02,00559309,
KOCHANA WINES,KOCHANA WINES,PEZ WINE COMPANY LLC,CALISTOGA,Napa,CA,94515-9553,8289 FRANZ VALLEY SCHOOL RD,17,00637798,30-JUN-2026
KOCHANA WINES,KOCHANA WINES,PEZ WINE COMPANY LLC,CALISTOGA,Napa,CA,94515-9553,8289 FRANZ VALLEY SCHOOL RD,20,00637798,30-JUN-2026
LA CORONA MARKET,LA CORONA MARKET,ALVAREZ  MARIBEL,CALISTOGA,Napa,CA,94515-1115,1856 LINCOLN AVE,20,00669766,30-NOV-2026
LA PRIMA PIZZA,LA PRIMA PIZZA,NUNEZ  ALDO MOISES,CALISTOGA,Napa,CA,94515,1923 LAKE ST,47,00385997,31-MAY-2027
LADERA WINERY,LADERA WINERY,LADERA WINERY LLC,CALISTOGA,Napa,CA,94515-9611,3942 SILVERADO TRL N,02,00611686,
LADERA WINERY,LADERA WINERY,LADERA WINERY LLC,CALISTOGA,Napa,CA,94515-9611,3942 SILVERADO TRL N,02,00611686,30-JUN-2027
LADERA WINERY,LADERA WINERY,LADERA WINERY LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,02,00663696,30-JUN-2027
LAURA MICHAEL WINES,LAURA MICHAEL WINES,LAURA MICHAEL WINES INC,CALISTOGA,Napa,CA,94515-1143,2250 LAKE COUNTY HWY,02,00389786,
LAURA MICHAEL WINES,LAURA MICHAEL WINES,LAURA MICHAEL WINES INC,CALISTOGA,Napa,CA,94515-1143,2250 LAKE COUNTY HWY,02,00389786,30-JUN-2027
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,02,00425326,
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,17,00425326,
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,20,00425326,
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,02,00425326,30-JUN-2027
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,17,00425326,31-MAY-2027
LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-9559,8910 FRANZ VALLEY SCHOOL RD,20,00425326,31-MAY-2027
LAWER FAMILY WINES @ CALISTOGA FARMERS MARKET,LAWER FAMILY WINES @ CALISTOGA FARMERS MARKET,LAWER FAMILY WINERY INC,CALISTOGA,Napa,CA,94515-1439,1235 WASHINGTON ST,79,00559205,30-JUN-2027
LOLA WINES,LOLA WINES,LLV WINES LLC,CALISTOGA,Napa,CA,94515-1710,916 FOOTHILL BLVD,02,00604008,30-JUN-2027
MACAULEY WINE CORPORATION,MACAULEY WINE CORPORATION,MACAULEY WINE CORPORATION,CALISTOGA,Napa,CA,94515-9796,4708 SILVERADO TRAIL,02,00594471,30-JUN-2026
MANDET WINES,MANDET WINES,MANDET WINES  LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,02,00655258,
MANDET WINES,MANDET WINES,MANDET WINES  LLC,CALISTOGA,Napa,CA,94515-1055,1251 TUBBS LN,02,00655258,30-JUN-2027
MARIA CONCETTO WINERY  INC.,,MARIA CONCETTO WINERY  INC.,CALISTOGA,Napa,CA,94515-1701,1367 LINCOLN AVE,02,00636675,30-JUN-2026
MARNET WINES,MARNET WINES,DEEP WOODS WINES  LLC,CALISTOGA,Napa,CA,94515-1008,1572 CENTENNIAL CIR,17,00641062,30-SEP-2026
MARNET WINES,MARNET WINES,DEEP WOODS WINES  LLC,CALISTOGA,Napa,CA,94515-1008,1572 CENTENNIAL CIR,20,00641062,30-SEP-2026
MC WINES LLC,MC WINES LLC,MC WINES LLC,CALISTOGA,Napa,CA,94515-1054,1170 TUBBS LN,02,00455538,30-JUN-2027
MONTESQUIEU WINERY,MONTESQUIEU WINERY,W G BEST WEINKELLEREI INC,CALISTOGA,Napa,CA,94515-9647,4550 SILVERADO TRL,02,00584252,30-JUN-2026
NEOTEMPO WINES,NEOTEMPO WINES,FREEFORM VINES  LLC,CALISTOGA,Napa,CA,94515,701 LOMMEL RD,02,00648015,30-JUN-2027
NEXT DOOR WINE,NEXT DOOR WINE,CALISTOGAMODERNA LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,17,00523757,31-AUG-2026
NEXT DOOR WINE,NEXT DOOR WINE,CALISTOGAMODERNA LLC,CALISTOGA,Napa,CA,94515-9409,3111 LAKE COUNTY HWY,20,00523757,31-AUG-2026
NIMROD WINES  LLC,,NIMROD WINES  LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,17,00533310,31-MAY-2027
NIMROD WINES  LLC,,NIMROD WINES  LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,20,00533310,31-MAY-2027
NIMROD WINES  LLC,,NIMROD WINES  LLC,CALISTOGA,Napa,CA,94515-1410,1471 1ST ST,09,00533310,31-MAY-2027
NOAH RIVER WINES LLC,,NOAH RIVER WINES LLC,CALISTOGA,Napa,CA,94515-1257,2450 FOOTHILL BLVD,17,00592489,31-MAY-2027
NOAH RIVER WINES LLC,,NOAH RIVER WINES LLC,CALISTOGA,Napa,CA,94515-1257,2450 FOOTHILL BLVD,20,00592489,31-MAY-2027
OFF ROUTE WINE COMPANY LLC,OFF ROUTE WINE COMPANY LLC,OFF ROUTE WINE COMPANY LLC,CALISTOGA,Napa,CA,94515-1325,1611 HARLEY ST,02,00640765,30-JUN-2027
OFF ROUTE WINE COMPANY LLC,OFF ROUTE WINE COMPANY LLC,OFF ROUTE WINE COMPANY LLC,CALISTOGA,Napa,CA,94515-1325,1611 HARLEY ST,09,00640765,30-JUN-2027
OTRA VEZ WINERY,OTRA VEZ WINERY,ARROYO WINERY  LLC.,CALISTOGA,Napa,CA,94515-1030,2280 GREENWOOD AVE,02,00536323,30-JUN-2027
PACIFICO RESTAURANTE MEXICANO,PACIFICO RESTAURANTE MEXICANO,CORTEZ  JAIME FERNANDEZ,CALISTOGA,Napa,CA,94515,1237 LINCOLN AVE,47,00422744,31-MAR-2027
PALISADES WINE COMPANY,PALISADES WINE COMPANY,PALISADES WINE COMPANY  LLC,CALISTOGA,Napa,CA,94515-9728,3130 OLD LAWLEY TOLL RD,02,00513567,30-JUN-2027
